JPGNumber,RaceNumber,BubbleNumber,Actual,Baseline,CNN
1311,0,1,1,1,-1
1311,0,2,1,1,-1
1311,0,3,0,0,-1
1311,0,4,0,0,-1
1311,0,5,0,0,-1
1311,0,6,0,0,-1
1313,0,0,1,1,-1
1313,0,1,1,1,-1
1313,0,2,0,0,-1
1313,0,3,1,1,-1
1313,0,4,0,0,-1
1313,0,5,0,0,-1
1313,0,6,0,0,-1
1315,0,0,1,1,-1
1315,0,1,1,1,-1
1315,0,2,0,0,-1
1315,0,3,1,1,-1
1315,0,4,0,0,-1
1315,0,5,0,0,-1
1315,0,6,0,0,-1
1317,0,0,0,0,-1
1317,0,1,0,0,-1
1317,0,2,0,0,-1
1317,0,3,1,1,-1
1317,0,4,0,0,-1
1317,0,5,0,0,-1
1317,0,6,0,0,-1
1319,0,0,0,0,-1
1319,0,1,1,1,-1
1319,0,2,0,0,-1
1319,0,3,0,0,-1
1319,0,4,0,0,-1
1319,0,5,0,0,-1
1319,0,6,0,0,-1
1321,0,0,1,1,-1
1321,0,1,1,1,-1
1321,0,2,1,1,-1
1321,0,3,0,0,-1
1321,0,4,0,0,-1
1321,0,5,0,0,-1
1321,0,6,0,0,-1
1323,0,0,1,1,-1
1323,0,1,1,1,-1
1323,0,2,0,0,-1
1323,0,3,1,1,-1
1323,0,4,0,0,-1
1323,0,5,0,0,-1
1323,0,6,0,0,-1
1325,0,0,1,1,-1
1325,0,1,1,1,-1
1325,0,2,0,0,-1
1325,0,3,1,1,-1
1325,0,4,0,0,-1
1325,0,5,0,0,-1
1325,0,6,0,0,-1
1327,0,0,1,1,-1
1327,0,1,1,1,-1
1327,0,2,1,1,-1
1327,0,3,0,0,-1
1327,0,4,0,0,-1
1327,0,5,0,0,-1
1327,0,6,0,0,-1
1691,0,0,1,1,-1
1691,0,1,0,0,-1
1691,0,2,1,1,-1
1691,0,3,1,1,-1
1691,0,4,0,0,-1
1691,0,5,0,0,-1
1691,0,6,0,0,-1
1693,0,0,1,1,-1
1693,0,1,0,0,-1
1693,0,2,1,1,-1
1693,0,3,1,1,-1
1693,0,4,0,0,-1
1693,0,5,0,0,-1
1693,0,6,0,0,-1
1695,0,0,1,1,-1
1695,0,1,1,1,-1
1695,0,2,1,1,-1
1695,0,3,0,0,-1
1695,0,4,0,0,-1
1695,0,5,0,0,-1
1695,0,6,0,0,-1
1697,0,0,1,1,-1
1697,0,1,1,1,-1
1697,0,2,1,1,-1
1697,0,3,0,0,-1
1697,0,4,0,0,-1
1697,0,5,0,0,-1
1697,0,6,0,0,-1
1699,0,0,1,1,-1
1699,0,1,1,1,-1
1699,0,2,1,1,-1
1699,0,3,0,0,-1
1699,0,4,0,0,-1
1699,0,5,0,0,-1
1699,0,6,0,0,-1
1701,0,0,0,0,-1
1701,0,1,0,0,-1
1701,0,2,1,1,-1
1701,0,3,1,1,-1
1701,0,4,0,0,-1
1701,0,5,0,0,-1
1701,0,6,0,0,-1
1703,0,0,1,1,-1
1703,0,1,1,1,-1
1703,0,2,1,1,-1
1703,0,3,0,0,-1
1703,0,4,0,0,-1
1703,0,5,0,0,-1
1703,0,6,0,0,-1
1705,0,0,1,1,-1
1705,0,1,1,1,-1
1705,0,2,1,1,-1
1705,0,3,0,0,-1
1705,0,4,0,0,-1
1705,0,5,0,0,-1
1705,0,6,0,0,-1
1707,0,0,1,1,-1
1707,0,1,1,1,-1
1707,0,2,1,1,-1
1707,0,3,0,0,-1
1707,0,4,0,0,-1
1707,0,5,0,0,-1
1707,0,6,0,0,-1
1709,0,0,1,1,-1
1709,0,1,1,1,-1
1709,0,2,0,0,-1
1709,0,3,1,1,-1
1709,0,4,0,0,-1
1709,0,5,0,0,-1
1709,0,6,0,0,-1
1711,0,0,1,1,-1
1711,0,1,1,1,-1
1711,0,2,0,0,-1
1711,0,3,1,1,-1
1711,0,4,0,0,-1
1711,0,5,0,0,-1
1711,0,6,0,0,-1
1713,0,0,1,1,-1
1713,0,1,1,1,-1
1713,0,2,0,0,-1
1713,0,3,1,1,-1
1713,0,4,0,0,-1
1713,0,5,0,0,-1
1713,0,6,0,0,-1
1715,0,0,1,1,-1
1715,0,1,0,0,-1
1715,0,2,0,0,-1
1715,0,3,0,0,-1
1715,0,4,0,0,-1
1715,0,5,0,0,-1
1715,0,6,0,0,-1
1717,0,0,1,1,-1
1717,0,1,1,1,-1
1717,0,2,1,1,-1
1717,0,3,0,0,-1
1717,0,4,0,0,-1
1717,0,5,0,0,-1
1717,0,6,0,0,-1
1719,0,0,0,0,-1
1719,0,1,0,0,-1
1719,0,2,1,1,-1
1719,0,3,1,1,-1
1719,0,4,0,0,-1
1719,0,5,0,0,-1
1719,0,6,0,0,-1
1721,0,0,1,1,-1
1721,0,1,1,1,-1
1721,0,2,1,1,-1
1721,0,3,0,0,-1
1721,0,4,0,0,-1
1721,0,5,0,0,-1
1721,0,6,0,0,-1
1723,0,0,1,1,-1
1723,0,1,1,1,-1
1723,0,2,1,1,-1
1723,0,3,0,0,-1
1723,0,4,0,0,-1
1723,0,5,0,0,-1
1723,0,6,0,0,-1
1725,0,0,0,0,-1
1725,0,1,1,1,-1
1725,0,2,1,1,-1
1725,0,3,1,1,-1
1725,0,4,0,0,-1
1725,0,5,0,0,-1
1725,0,6,0,0,-1
1727,0,0,0,0,-1
1727,0,1,1,1,-1
1727,0,2,1,1,-1
1727,0,3,1,1,-1
1727,0,4,0,0,-1
1727,0,5,0,0,-1
1727,0,6,0,0,-1
1729,0,0,1,1,-1
1729,0,1,1,1,-1
1729,0,2,0,0,-1
1729,0,3,1,1,-1
1729,0,4,0,0,-1
1729,0,5,0,0,-1
1729,0,6,0,0,-1
1731,0,0,1,1,-1
1731,0,1,1,1,-1
1731,0,2,0,0,-1
1731,0,3,1,1,-1
1731,0,4,0,0,-1
1731,0,5,0,0,-1
1731,0,6,0,0,-1
1733,0,0,1,1,-1
1733,0,1,1,1,-1
1733,0,2,1,1,-1
1733,0,3,0,0,-1
1733,0,4,0,0,-1
1733,0,5,0,0,-1
1733,0,6,0,0,-1
1735,0,0,0,0,-1
1735,0,1,1,1,-1
1735,0,2,1,1,-1
1735,0,3,1,1,-1
1735,0,4,0,0,-1
1735,0,5,0,0,-1
1735,0,6,0,0,-1
1737,0,0,1,1,-1
1737,0,1,1,1,-1
1737,0,2,1,1,-1
1737,0,3,0,0,-1
1737,0,4,0,0,-1
1737,0,5,0,0,-1
1737,0,6,0,0,-1
1739,0,0,0,0,-1
1739,0,1,0,0,-1
1739,0,2,1,1,-1
1739,0,3,1,1,-1
1739,0,4,0,0,-1
1739,0,5,0,0,-1
1739,0,6,0,0,-1
1741,0,0,1,1,-1
1741,0,1,1,1,-1
1741,0,2,1,1,-1
1741,0,3,0,0,-1
1741,0,4,0,0,-1
1741,0,5,0,0,-1
1741,0,6,0,0,-1
1743,0,0,1,1,-1
1743,0,1,1,1,-1
1743,0,2,0,0,-1
1743,0,3,1,1,-1
1743,0,4,0,0,-1
1743,0,5,0,0,-1
1743,0,6,0,0,-1
1745,0,0,1,1,-1
1745,0,1,1,1,-1
1745,0,2,1,1,-1
1745,0,3,0,0,-1
1745,0,4,0,0,-1
1745,0,5,0,0,-1
1745,0,6,0,0,-1
1747,0,0,1,1,-1
1747,0,1,1,1,-1
1747,0,2,1,1,-1
1747,0,3,0,0,-1
1747,0,4,0,0,-1
1747,0,5,0,0,-1
1747,0,6,0,0,-1
1749,0,0,1,1,-1
1749,0,1,1,1,-1
1749,0,2,0,0,-1
1749,0,3,1,1,-1
1749,0,4,0,0,-1
1749,0,5,0,0,-1
1749,0,6,0,0,-1
1751,0,0,1,1,-1
1751,0,1,1,1,-1
1751,0,2,0,0,-1
1751,0,3,1,1,-1
1751,0,4,0,0,-1
1751,0,5,0,0,-1
1751,0,6,0,0,-1
2061,0,0,1,1,-1
2061,0,1,1,1,-1
2061,0,2,0,0,-1
2061,0,3,1,1,-1
2061,0,4,0,0,-1
2061,0,5,0,0,-1
2061,0,6,0,0,-1
2065,0,0,1,1,-1
2065,0,1,1,1,-1
2065,0,2,0,0,-1
2065,0,3,1,1,-1
2065,0,4,0,0,-1
2065,0,5,0,0,-1
2065,0,6,0,0,-1
2067,0,0,0,0,-1
2067,0,1,1,1,-1
2067,0,2,1,1,-1
2067,0,3,1,1,-1
2067,0,4,0,0,-1
2067,0,5,0,0,-1
2067,0,6,0,0,-1
2069,0,0,1,1,-1
2069,0,1,1,1,-1
2069,0,2,0,0,-1
2069,0,3,1,1,-1
2069,0,4,0,0,-1
2069,0,5,0,0,-1
2069,0,6,0,0,-1
2071,0,0,1,1,-1
2071,0,1,1,1,-1
2071,0,2,0,0,-1
2071,0,3,1,1,-1
2071,0,4,0,0,-1
2071,0,5,0,0,-1
2071,0,6,0,0,-1
2073,0,0,0,0,-1
2073,0,1,0,0,-1
2073,0,2,0,0,-1
2073,0,3,1,1,-1
2073,0,4,0,0,-1
2073,0,5,0,0,-1
2073,0,6,0,0,-1
2075,0,0,0,0,-1
2075,0,1,0,0,-1
2075,0,2,0,0,-1
2075,0,3,1,1,-1
2075,0,4,0,0,-1
2075,0,5,0,0,-1
2075,0,6,0,0,-1
2077,0,0,1,1,-1
2077,0,1,0,0,-1
2077,0,2,1,1,-1
2077,0,3,1,1,-1
2077,0,4,0,0,-1
2077,0,5,0,0,-1
2077,0,6,0,0,-1
2079,0,0,1,1,-1
2079,0,1,0,0,-1
2079,0,2,1,1,-1
2079,0,3,1,1,-1
2079,0,4,0,0,-1
2079,0,5,0,0,-1
2079,0,6,0,0,-1
2081,0,0,0,0,-1
2081,0,1,0,0,-1
2081,0,2,0,0,-1
2081,0,3,0,0,-1
2081,0,4,1,1,-1
2081,0,5,1,1,-1
2081,0,6,1,1,-1
2083,0,0,1,1,-1
2083,0,1,1,1,-1
2083,0,2,1,1,-1
2083,0,3,0,0,-1
2083,0,4,0,0,-1
2083,0,5,0,0,-1
2083,0,6,0,0,-1
2085,0,0,0,0,-1
2085,0,1,1,1,-1
2085,0,2,1,1,-1
2085,0,3,1,1,-1
2085,0,4,0,0,-1
2085,0,5,0,0,-1
2085,0,6,0,0,-1
2087,0,0,1,1,-1
2087,0,1,1,1,-1
2087,0,2,0,0,-1
2087,0,3,1,1,-1
2087,0,4,0,0,-1
2087,0,5,0,0,-1
2087,0,6,0,0,-1
2089,0,0,1,1,-1
2089,0,1,1,1,-1
2089,0,2,0,0,-1
2089,0,3,1,1,-1
2089,0,4,0,0,-1
2089,0,5,0,0,-1
2089,0,6,0,0,-1
2091,0,0,1,1,-1
2091,0,1,1,1,-1
2091,0,2,0,0,-1
2091,0,3,1,1,-1
2091,0,4,0,0,-1
2091,0,5,0,0,-1
2091,0,6,0,0,-1
2093,0,0,1,1,-1
2093,0,1,1,1,-1
2093,0,2,1,1,-1
2093,0,3,0,0,-1
2093,0,4,0,0,-1
2093,0,5,0,0,-1
2093,0,6,0,0,-1
2095,0,0,1,1,-1
2095,0,1,1,1,-1
2095,0,2,0,0,-1
2095,0,3,1,1,-1
2095,0,4,0,0,-1
2095,0,5,0,0,-1
2095,0,6,0,0,-1
2097,0,0,1,1,-1
2097,0,1,0,0,-1
2097,0,2,0,0,-1
2097,0,3,0,0,-1
2097,0,4,0,0,-1
2097,0,5,0,0,-1
2097,0,6,0,0,-1
2099,0,0,1,1,-1
2099,0,1,0,0,-1
2099,0,2,1,1,-1
2099,0,3,0,0,-1
2099,0,4,0,0,-1
2099,0,5,0,0,-1
2099,0,6,0,0,-1
2101,0,0,1,1,-1
2101,0,1,1,1,-1
2101,0,2,1,1,-1
2101,0,3,0,0,-1
2101,0,4,0,0,-1
2101,0,5,0,0,-1
2101,0,6,0,0,-1
2103,0,0,1,1,-1
2103,0,1,1,1,-1
2103,0,2,1,1,-1
2103,0,3,0,0,-1
2103,0,4,0,0,-1
2103,0,5,0,0,-1
2103,0,6,0,0,-1
2105,0,0,1,1,-1
2105,0,1,0,0,-1
2105,0,2,1,1,-1
2105,0,3,1,1,-1
2105,0,4,0,0,-1
2105,0,5,0,0,-1
2105,0,6,0,0,-1
2107,0,0,1,1,-1
2107,0,1,1,1,-1
2107,0,2,0,0,-1
2107,0,3,1,1,-1
2107,0,4,0,0,-1
2107,0,5,0,0,-1
2107,0,6,0,0,-1
2109,0,0,0,0,-1
2109,0,1,0,0,-1
2109,0,2,0,0,-1
2109,0,3,1,1,-1
2109,0,4,0,0,-1
2109,0,5,0,0,-1
2109,0,6,0,0,-1
2111,0,0,1,1,-1
2111,0,1,1,1,-1
2111,0,2,1,1,-1
2111,0,3,0,0,-1
2111,0,4,0,0,-1
2111,0,5,0,0,-1
2111,0,6,0,0,-1
2113,0,0,1,1,-1
2113,0,1,1,1,-1
2113,0,2,1,1,-1
2113,0,3,0,0,-1
2113,0,4,0,0,-1
2113,0,5,0,0,-1
2113,0,6,0,0,-1
2115,0,0,1,1,-1
2115,0,1,0,0,-1
2115,0,2,1,1,-1
2115,0,3,1,1,-1
2115,0,4,0,0,-1
2115,0,5,0,0,-1
2115,0,6,0,0,-1
2117,0,0,1,1,-1
2117,0,1,0,0,-1
2117,0,2,1,1,-1
2117,0,3,1,1,-1
2117,0,4,0,0,-1
2117,0,5,0,0,-1
2117,0,6,0,0,-1
2119,0,0,0,0,-1
2119,0,1,0,0,-1
2119,0,2,0,0,-1
2119,0,3,0,0,-1
2119,0,4,0,0,-1
2119,0,5,0,0,-1
2119,0,6,0,0,-1
2121,0,0,1,1,-1
2121,0,1,1,1,-1
2121,0,2,0,0,-1
2121,0,3,1,1,-1
2121,0,4,0,0,-1
2121,0,5,0,0,-1
2121,0,6,0,0,-1
2123,0,0,1,1,-1
2123,0,1,0,0,-1
2123,0,2,0,0,-1
2123,0,3,0,0,-1
2123,0,4,0,0,-1
2123,0,5,0,0,-1
2123,0,6,0,0,-1
2125,0,0,1,1,-1
2125,0,1,1,1,-1
2125,0,2,0,0,-1
2125,0,3,1,1,-1
2125,0,4,0,0,-1
2125,0,5,0,0,-1
2125,0,6,0,0,-1
2127,0,0,1,1,-1
2127,0,1,1,1,-1
2127,0,2,0,0,-1
2127,0,3,1,1,-1
2127,0,4,0,0,-1
2127,0,5,0,0,-1
2127,0,6,0,0,-1
2129,0,0,1,1,-1
2129,0,1,0,0,-1
2129,0,2,1,1,-1
2129,0,3,1,1,-1
2129,0,4,0,0,-1
2129,0,5,0,0,-1
2129,0,6,0,0,-1
2131,0,0,0,0,-1
2131,0,1,1,1,-1
2131,0,2,1,1,-1
2131,0,3,1,1,-1
2131,0,4,0,0,-1
2131,0,5,0,0,-1
2131,0,6,0,0,-1
2133,0,0,0,0,-1
2133,0,1,1,1,-1
2133,0,2,1,1,-1
2133,0,3,1,1,-1
2133,0,4,0,0,-1
2133,0,5,0,0,-1
2133,0,6,0,0,-1
2135,0,0,0,0,-1
2135,0,1,0,0,-1
2135,0,2,0,0,-1
2135,0,3,0,0,-1
2135,0,4,0,0,-1
2135,0,5,0,0,-1
2135,0,6,0,0,-1
2137,0,0,1,1,-1
2137,0,1,1,1,-1
2137,0,2,1,1,-1
2137,0,3,0,0,-1
2137,0,4,0,0,-1
2137,0,5,0,0,-1
2137,0,6,0,0,-1
2139,0,0,1,1,-1
2139,0,1,1,1,-1
2139,0,2,1,1,-1
2139,0,3,0,0,-1
2139,0,4,0,0,-1
2139,0,5,0,0,-1
2139,0,6,0,0,-1
2141,0,0,0,0,-1
2141,0,1,0,0,-1
2141,0,2,0,0,-1
2141,0,3,1,1,-1
2141,0,4,0,0,-1
2141,0,5,0,0,-1
2141,0,6,0,0,-1
2143,0,0,0,0,-1
2143,0,1,0,0,-1
2143,0,2,0,0,-1
2143,0,3,1,1,-1
2143,0,4,0,0,-1
2143,0,5,0,0,-1
2143,0,6,0,0,-1
2145,0,0,0,0,-1
2145,0,1,0,0,-1
2145,0,2,0,0,-1
2145,0,3,1,1,-1
2145,0,4,0,0,-1
2145,0,5,0,0,-1
2145,0,6,0,0,-1
2147,0,0,0,0,-1
2147,0,1,1,1,-1
2147,0,2,1,1,-1
2147,0,3,1,1,-1
2147,0,4,0,0,-1
2147,0,5,0,0,-1
2147,0,6,0,0,-1
2149,0,0,0,0,-1
2149,0,1,1,1,-1
2149,0,2,1,1,-1
2149,0,3,1,1,-1
2149,0,4,0,0,-1
2149,0,5,0,0,-1
2149,0,6,0,0,-1
2151,0,0,0,0,-1
2151,0,1,1,1,-1
2151,0,2,1,1,-1
2151,0,3,1,1,-1
2151,0,4,0,0,-1
2151,0,5,0,0,-1
2151,0,6,0,0,-1
2153,0,0,0,0,-1
2153,0,1,0,0,-1
2153,0,2,0,0,-1
2153,0,3,1,1,-1
2153,0,4,0,0,-1
2153,0,5,0,0,-1
2153,0,6,0,0,-1
2155,0,0,0,0,-1
2155,0,1,0,0,-1
2155,0,2,0,0,-1
2155,0,3,0,0,-1
2155,0,4,0,0,-1
2155,0,5,0,0,-1
2155,0,6,0,0,-1
2157,0,0,0,0,-1
2157,0,1,0,0,-1
2157,0,2,0,0,-1
2157,0,3,0,0,-1
2157,0,4,0,0,-1
2157,0,5,0,0,-1
2157,0,6,0,0,-1
2161,0,0,0,2,-1
2161,0,1,0,2,-1
2161,0,2,0,2,-1
2161,0,3,1,2,-1
2161,0,4,0,2,-1
2161,0,5,0,2,-1
2161,0,6,0,2,-1
2163,0,0,1,1,-1
2163,0,1,1,1,-1
2163,0,2,0,0,-1
2163,0,3,0,0,-1
2163,0,4,0,0,-1
2163,0,5,0,0,-1
2163,0,6,0,0,-1
2165,0,0,1,1,-1
2165,0,1,1,1,-1
2165,0,2,0,0,-1
2165,0,3,0,0,-1
2165,0,4,0,0,-1
2165,0,5,0,0,-1
2165,0,6,0,0,-1
2167,0,0,1,1,-1
2167,0,1,1,1,-1
2167,0,2,0,0,-1
2167,0,3,1,1,-1
2167,0,4,0,0,-1
2167,0,5,0,0,-1
2167,0,6,0,0,-1
2169,0,0,1,1,-1
2169,0,1,1,1,-1
2169,0,2,1,1,-1
2169,0,3,0,0,-1
2169,0,4,0,0,-1
2169,0,5,0,0,-1
2169,0,6,0,0,-1
2171,0,0,1,2,-1
2171,0,1,1,2,-1
2171,0,2,1,2,-1
2171,0,3,0,2,-1
2171,0,4,0,2,-1
2171,0,5,0,2,-1
2171,0,6,0,2,-1
2173,0,0,1,1,-1
2173,0,1,1,1,-1
2173,0,2,1,1,-1
2173,0,3,0,0,-1
2173,0,4,0,0,-1
2173,0,5,0,0,-1
2173,0,6,0,0,-1
2175,0,0,1,1,-1
2175,0,1,1,1,-1
2175,0,2,0,0,-1
2175,0,3,0,0,-1
2175,0,4,0,0,-1
2175,0,5,0,0,-1
2175,0,6,0,0,-1
2177,0,0,1,1,-1
2177,0,1,0,0,-1
2177,0,2,0,0,-1
2177,0,3,0,0,-1
2177,0,4,0,0,-1
2177,0,5,0,0,-1
2177,0,6,0,0,-1
2179,0,0,1,2,-1
2179,0,1,1,2,-1
2179,0,2,0,2,-1
2179,0,3,1,2,-1
2179,0,4,0,2,-1
2179,0,5,0,2,-1
2179,0,6,0,2,-1
2181,0,0,0,0,-1
2181,0,1,0,0,-1
2181,0,2,0,0,-1
2181,0,3,0,0,-1
2181,0,4,0,0,-1
2181,0,5,0,0,-1
2181,0,6,0,0,-1
2183,0,0,1,1,-1
2183,0,1,0,0,-1
2183,0,2,1,1,-1
2183,0,3,1,1,-1
2183,0,4,0,0,-1
2183,0,5,0,0,-1
2183,0,6,0,0,-1
2185,0,0,1,1,-1
2185,0,1,0,0,-1
2185,0,2,1,1,-1
2185,0,3,1,1,-1
2185,0,4,0,0,-1
2185,0,5,0,0,-1
2185,0,6,0,0,-1
2187,0,0,1,1,-1
2187,0,1,0,0,-1
2187,0,2,0,0,-1
2187,0,3,0,0,-1
2187,0,4,0,0,-1
2187,0,5,0,0,-1
2187,0,6,0,0,-1
2189,0,0,1,1,-1
2189,0,1,1,1,-1
2189,0,2,1,1,-1
2189,0,3,0,0,-1
2189,0,4,0,0,-1
2189,0,5,0,0,-1
2189,0,6,0,0,-1
2191,0,0,1,1,-1
2191,0,1,1,1,-1
2191,0,2,1,1,-1
2191,0,3,0,0,-1
2191,0,4,0,0,-1
2191,0,5,0,0,-1
2191,0,6,0,0,-1
2193,0,0,1,1,-1
2193,0,1,1,1,-1
2193,0,2,1,1,-1
2193,0,3,0,0,-1
2193,0,4,0,0,-1
2193,0,5,0,0,-1
2193,0,6,0,0,-1
2195,0,0,0,0,-1
2195,0,1,0,0,-1
2195,0,2,0,0,-1
2195,0,3,1,1,-1
2195,0,4,0,0,-1
2195,0,5,0,0,-1
2195,0,6,0,0,-1
2197,0,0,0,0,-1
2197,0,1,0,0,-1
2197,0,2,0,0,-1
2197,0,3,1,1,-1
2197,0,4,0,0,-1
2197,0,5,0,0,-1
2197,0,6,0,0,-1
2199,0,0,0,0,-1
2199,0,1,0,0,-1
2199,0,2,0,0,-1
2199,0,3,1,1,-1
2199,0,4,0,0,-1
2199,0,5,0,0,-1
2199,0,6,0,0,-1
2201,0,0,0,0,-1
2201,0,1,0,0,-1
2201,0,2,0,0,-1
2201,0,3,1,1,-1
2201,0,4,0,0,-1
2201,0,5,0,0,-1
2201,0,6,0,0,-1
2203,0,0,0,0,-1
2203,0,1,0,0,-1
2203,0,2,0,0,-1
2203,0,3,1,1,-1
2203,0,4,0,0,-1
2203,0,5,0,0,-1
2203,0,6,0,0,-1
2205,0,0,1,1,-1
