file,page_type
_00201_00047_000013_results.csv,2
_00101_00047_000035_results.csv,1
_00101_00047_000029_results.csv,0
_00201_00047_000021_results.csv,2
_00101_00047_000007_results.csv,4
_00201_00275_000002_results.csv,0
_00101_00275_000024_results.csv,2
_00101_00275_000038_results.csv,2
_00101_00275_000048_results.csv,2
_00201_00275_000030_results.csv,0
_00101_00275_000016_results.csv,2
_00201_00275_000040_results.csv,0
_00201_00275_000025_results.csv,2
_00101_00275_000003_results.csv,2
_00101_00275_000041_results.csv,2
_00201_00275_000017_results.csv,2
_00101_00275_000031_results.csv,2
_00201_00275_000049_results.csv,2
_00201_00275_000039_results.csv,0
_00101_00275_000028_results.csv,2
_00201_00275_000050_results.csv,2
_00101_00275_000006_results.csv,2
_00201_00275_000020_results.csv,2
_00101_00275_000034_results.csv,2
_00201_00275_000012_results.csv,4
_00101_00275_000044_results.csv,2
_00101_00275_000021_results.csv,6
_00201_00275_000007_results.csv,2
_00201_00275_000029_results.csv,2
_00201_00275_000045_results.csv,7
_00101_00275_000013_results.csv,2
_00201_00275_000035_results.csv,2
_00201_00275_000018_results.csv,2
_00201_00275_000046_results.csv,6
_00201_00275_000036_results.csv,2
_00101_00275_000010_results.csv,2
_00201_00275_000004_results.csv,2
_00101_00275_000022_results.csv,2
_00201_00275_000011_results.csv,2
_00101_00275_000037_results.csv,2
_00101_00275_000047_results.csv,2
_00101_00275_000019_results.csv,2
_00201_00275_000023_results.csv,2
_00101_00275_000005_results.csv,2
_00101_00275_000042_results.csv,2
_00101_00275_000032_results.csv,2
_00201_00275_000014_results.csv,0
_00201_00275_000008_results.csv,2
_00201_00275_000026_results.csv,0
_00101_00275_000015_results.csv,2
_00201_00275_000033_results.csv,2
_00201_00275_000043_results.csv,0
_00101_00275_000027_results.csv,2
_00201_00275_000001_results.csv,2
_00101_00275_000009_results.csv,2
_00201_00275_000034_results.csv,3
_00101_00275_000012_results.csv,8
_00201_00275_000044_results.csv,0
_00101_00275_000050_results.csv,2
_00201_00275_000006_results.csv,2
_00101_00275_000020_results.csv,2
_00201_00275_000028_results.csv,0
_00101_00275_000045_results.csv,2
_00201_00275_000013_results.csv,2
_00101_00275_000035_results.csv,2
_00101_00275_000029_results.csv,2
_00201_00275_000021_results.csv,8
_00101_00275_000007_results.csv,2
_00101_00275_000030_results.csv,1
_00201_00275_000016_results.csv,2
_00101_00275_000040_results.csv,2
_00201_00275_000038_results.csv,0
_00201_00275_000048_results.csv,2
_00101_00275_000002_results.csv,0
_00201_00275_000024_results.csv,2
_00101_00275_000049_results.csv,2
_00101_00275_000039_results.csv,2
_00201_00275_000041_results.csv,4
_00101_00275_000017_results.csv,2
_00201_00275_000031_results.csv,2
_00101_00275_000025_results.csv,3
_00201_00275_000003_results.csv,1
_00101_00275_000026_results.csv,2
_00101_00275_000008_results.csv,0
_00201_00275_000042_results.csv,0
_00201_00275_000032_results.csv,2
_00101_00275_000014_results.csv,2
_00201_00275_000009_results.csv,2
_00201_00275_000027_results.csv,2
_00101_00275_000001_results.csv,2
_00201_00275_000015_results.csv,2
_00101_00275_000033_results.csv,2
_00101_00275_000043_results.csv,2
_00101_00275_000004_results.csv,2
_00201_00275_000022_results.csv,1
_00101_00275_000046_results.csv,2
_00101_00275_000036_results.csv,2
_00201_00275_000010_results.csv,2
_00101_00275_000018_results.csv,2
_00101_00275_000023_results.csv,2
_00201_00275_000005_results.csv,2
_00201_00275_000019_results.csv,0
_00101_00275_000011_results.csv,2
_00201_00275_000037_results.csv,0
_00201_00275_000047_results.csv,6
_00101_00611_000026_results.csv,1
_00101_00611_000008_results.csv,0
_00201_00611_000042_results.csv,4
_00101_00611_000014_results.csv,0
_00201_00611_000032_results.csv,2
_00201_00611_000009_results.csv,2
_00101_00611_000001_results.csv,1
_00201_00611_000027_results.csv,0
_00101_00611_000033_results.csv,1
_00201_00611_000015_results.csv,3
_00101_00611_000043_results.csv,3
_00201_00611_000022_results.csv,0
_00101_00611_000004_results.csv,9
_00101_00611_000046_results.csv,1
_00201_00611_000010_results.csv,0
_00101_00611_000036_results.csv,1
_00101_00611_000018_results.csv,3
_00201_00611_000005_results.csv,1
_00101_00611_000023_results.csv,3
_00201_00611_000019_results.csv,0
_00201_00611_000037_results.csv,4
_00101_00611_000011_results.csv,4
_00201_00611_000047_results.csv,0
_00101_00611_000012_results.csv,6
_00201_00611_000034_results.csv,2
_00201_00611_000044_results.csv,10
_00101_00611_000050_results.csv,1
_00101_00611_000020_results.csv,3
_00201_00611_000006_results.csv,0
_00201_00611_000028_results.csv,2
_00101_00611_000045_results.csv,3
_00101_00611_000035_results.csv,1
_00201_00611_000013_results.csv,4
_00101_00611_000029_results.csv,3
_00101_00611_000007_results.csv,2
_00201_00611_000021_results.csv,0
_00201_00611_000016_results.csv,4
_00101_00611_000030_results.csv,1
_00101_00611_000040_results.csv,1
_00201_00611_000038_results.csv,4
_00201_00611_000048_results.csv,1
_00201_00611_000024_results.csv,4
_00101_00611_000002_results.csv,9
_00101_00611_000049_results.csv,3
_00101_00611_000039_results.csv,1
_00201_00611_000041_results.csv,4
_00201_00611_000031_results.csv,4
_00101_00611_000017_results.csv,0
_00201_00611_000003_results.csv,8
_00101_00611_000025_results.csv,1
_00201_00611_000018_results.csv,4
_00201_00611_000046_results.csv,2
_00101_00611_000010_results.csv,0
_00201_00611_000036_results.csv,0
_00101_00611_000022_results.csv,3
_00201_00611_000004_results.csv,0
_00101_00611_000037_results.csv,1
_00201_00611_000011_results.csv,0
_00101_00611_000047_results.csv,3
_00101_00611_000019_results.csv,1
_00101_00611_000005_results.csv,0
_00201_00611_000023_results.csv,4
_00101_00611_000042_results.csv,3
_00201_00611_000014_results.csv,0
_00101_00611_000032_results.csv,1
_00201_00611_000008_results.csv,9
_00201_00611_000026_results.csv,2
_00201_00611_000033_results.csv,2
_00101_00611_000015_results.csv,1
_00201_00611_000043_results.csv,4
_00201_00611_000001_results.csv,0
_00101_00611_000027_results.csv,11
_00101_00611_000009_results.csv,2
_00101_00611_000024_results.csv,3
_00201_00611_000002_results.csv,0
_00101_00611_000038_results.csv,3
_00101_00611_000048_results.csv,1
_00101_00611_000016_results.csv,1
_00201_00611_000030_results.csv,2
_00201_00611_000040_results.csv,0
_00101_00611_000003_results.csv,0
_00201_00611_000025_results.csv,2
_00101_00611_000041_results.csv,3
_00101_00611_000031_results.csv,1
_00201_00611_000017_results.csv,0
_00201_00611_000049_results.csv,4
_00201_00611_000039_results.csv,4
_00101_00611_000028_results.csv,3
_00201_00611_000050_results.csv,4
_00201_00611_000020_results.csv,0
_00101_00611_000006_results.csv,3
_00201_00611_000012_results.csv,2
_00101_00611_000034_results.csv,1
_00101_00611_000044_results.csv,3
_00201_00611_000007_results.csv,4
_00101_00611_000021_results.csv,3
_00201_00611_000029_results.csv,2
_00201_00611_000045_results.csv,12
_00201_00611_000035_results.csv,4
_00101_00611_000013_results.csv,4
_00201_00423_000016_results.csv,2
_00101_00423_000030_results.csv,1
_00101_00423_000040_results.csv,1
_00201_00423_000038_results.csv,13
_00201_00423_000048_results.csv,2
_00201_00423_000024_results.csv,2
_00101_00423_000002_results.csv,3
_00101_00423_000049_results.csv,0
_00101_00423_000039_results.csv,1
_00201_00423_000041_results.csv,2
_00201_00423_000031_results.csv,8
_00101_00423_000017_results.csv,1
_00201_00423_000003_results.csv,0
_00101_00423_000025_results.csv,3
_00101_00423_000012_results.csv,1
_00201_00423_000034_results.csv,0
_00201_00423_000044_results.csv,2
_00101_00423_000050_results.csv,3
_00101_00423_000020_results.csv,1
_00201_00423_000006_results.csv,0
_00201_00423_000028_results.csv,2
_00101_00423_000045_results.csv,3
_00101_00423_000035_results.csv,1
_00201_00423_000013_results.csv,0
_00101_00423_000029_results.csv,1
_00101_00423_000007_results.csv,3
_00201_00423_000021_results.csv,0
_00201_00423_000022_results.csv,9
_00101_00423_000004_results.csv,1
_00101_00423_000046_results.csv,3
_00201_00423_000010_results.csv,4
_00101_00423_000036_results.csv,3
_00101_00423_000018_results.csv,1
_00201_00423_000005_results.csv,0
_00101_00423_000023_results.csv,3
_00201_00423_000019_results.csv,2
_00201_00423_000037_results.csv,2
_00101_00423_000011_results.csv,3
_00201_00423_000047_results.csv,2
_00101_00423_000026_results.csv,1
_00101_00423_000008_results.csv,1
_00201_00423_000042_results.csv,2
_00101_00423_000014_results.csv,3
_00201_00423_000032_results.csv,2
_00201_00423_000009_results.csv,6
_00101_00423_000001_results.csv,1
_00201_00423_000027_results.csv,6
_00101_00423_000033_results.csv,1
_00201_00423_000015_results.csv,2
_00101_00423_000043_results.csv,1
_00101_00423_000028_results.csv,1
_00201_00423_000050_results.csv,7
_00201_00423_000020_results.csv,2
_00101_00423_000006_results.csv,1
_00201_00423_000012_results.csv,2
_00101_00423_000034_results.csv,3
_00101_00423_000044_results.csv,1
_00201_00423_000007_results.csv,2
_00101_00423_000021_results.csv,1
_00201_00423_000029_results.csv,2
_00201_00423_000045_results.csv,2
_00201_00423_000035_results.csv,2
_00101_00423_000013_results.csv,3
_00101_00423_000024_results.csv,0
_00201_00423_000002_results.csv,0
_00101_00423_000038_results.csv,1
_00101_00423_000048_results.csv,3
_00101_00423_000016_results.csv,1
_00201_00423_000030_results.csv,2
_00201_00423_000040_results.csv,4
_00101_00423_000003_results.csv,1
_00201_00423_000025_results.csv,8
_00101_00423_000041_results.csv,1
_00101_00423_000031_results.csv,1
_00201_00423_000017_results.csv,4
_00201_00423_000049_results.csv,2
_00201_00423_000039_results.csv,2
_00101_00423_000042_results.csv,1
_00201_00423_000014_results.csv,2
_00101_00423_000032_results.csv,3
_00201_00423_000008_results.csv,2
_00201_00423_000026_results.csv,2
_00201_00423_000033_results.csv,2
_00101_00423_000015_results.csv,1
_00201_00423_000043_results.csv,2
_00201_00423_000001_results.csv,0
_00101_00423_000027_results.csv,1
_00101_00423_000009_results.csv,3
_00201_00423_000018_results.csv,2
_00201_00423_000046_results.csv,7
_00101_00423_000010_results.csv,3
_00201_00423_000036_results.csv,2
_00101_00423_000022_results.csv,1
_00201_00423_000004_results.csv,2
_00101_00423_000037_results.csv,3
_00201_00423_000011_results.csv,2
_00101_00423_000047_results.csv,3
_00101_00423_000019_results.csv,1
_00101_00423_000005_results.csv,1
_00201_00423_000023_results.csv,2
_00201_00281_000042_results.csv,3
_00101_00281_000014_results.csv,1
_00201_00281_000032_results.csv,1
_00101_00281_000008_results.csv,1
_00101_00281_000026_results.csv,3
_00101_00281_000033_results.csv,3
_00201_00281_000015_results.csv,1
_00101_00281_000043_results.csv,1
_00101_00281_000001_results.csv,1
_00201_00281_000027_results.csv,1
_00201_00281_000009_results.csv,1
_00101_00281_000018_results.csv,1
_00101_00281_000046_results.csv,3
_00201_00281_000010_results.csv,1
_00101_00281_000036_results.csv,3
_00201_00281_000022_results.csv,1
_00101_00281_000004_results.csv,1
_00201_00281_000037_results.csv,3
_00101_00281_000011_results.csv,3
_00201_00281_000047_results.csv,1
_00201_00281_000019_results.csv,3
_00201_00281_000005_results.csv,3
_00101_00281_000023_results.csv,1
_00201_00281_000028_results.csv,1
_00101_00281_000050_results.csv,3
_00101_00281_000020_results.csv,1
_00201_00281_000006_results.csv,3
_00101_00281_000012_results.csv,8
_00201_00281_000034_results.csv,1
_00201_00281_000044_results.csv,3
_00101_00281_000007_results.csv,1
_00201_00281_000021_results.csv,1
_00101_00281_000029_results.csv,3
_00101_00281_000045_results.csv,1
_00101_00281_000035_results.csv,1
_00201_00281_000013_results.csv,0
_00201_00281_000024_results.csv,1
_00101_00281_000002_results.csv,3
_00201_00281_000038_results.csv,3
_00201_00281_000048_results.csv,3
_00201_00281_000016_results.csv,3
_00101_00281_000030_results.csv,1
_00101_00281_000040_results.csv,1
_00201_00281_000003_results.csv,1
_00101_00281_000025_results.csv,1
_00201_00281_000041_results.csv,3
_00201_00281_000031_results.csv,1
_00101_00281_000017_results.csv,3
_00101_00281_000049_results.csv,1
_00101_00281_000039_results.csv,1
_00101_00281_000022_results.csv,3
_00201_00281_000004_results.csv,1
_00201_00281_000046_results.csv,1
_00101_00281_000010_results.csv,1
_00201_00281_000036_results.csv,3
_00201_00281_000018_results.csv,3
_00101_00281_000005_results.csv,1
_00201_00281_000023_results.csv,1
_00101_00281_000019_results.csv,1
_00101_00281_000037_results.csv,1
_00201_00281_000011_results.csv,1
_00101_00281_000047_results.csv,3
_00201_00281_000026_results.csv,1
_00201_00281_000008_results.csv,1
_00101_00281_000042_results.csv,1
_00201_00281_000014_results.csv,2
_00101_00281_000032_results.csv,1
_00101_00281_000009_results.csv,3
_00201_00281_000001_results.csv,1
_00101_00281_000027_results.csv,1
_00201_00281_000033_results.csv,3
_00101_00281_000015_results.csv,3
_00201_00281_000043_results.csv,1
_00101_00281_000016_results.csv,3
_00201_00281_000030_results.csv,1
_00201_00281_000040_results.csv,2
_00101_00281_000038_results.csv,1
_00101_00281_000048_results.csv,1
_00101_00281_000024_results.csv,1
_00201_00281_000002_results.csv,1
_00201_00281_000049_results.csv,1
_00201_00281_000039_results.csv,3
_00101_00281_000041_results.csv,1
_00101_00281_000031_results.csv,1
_00201_00281_000017_results.csv,3
_00101_00281_000003_results.csv,1
_00201_00281_000025_results.csv,3
_00201_00281_000012_results.csv,1
_00101_00281_000034_results.csv,3
_00101_00281_000044_results.csv,1
_00201_00281_000050_results.csv,3
_00201_00281_000020_results.csv,9
_00101_00281_000006_results.csv,1
_00101_00281_000028_results.csv,1
_00201_00281_000045_results.csv,1
_00201_00281_000035_results.csv,3
_00101_00281_000013_results.csv,1
_00201_00281_000029_results.csv,1
_00201_00281_000007_results.csv,1
_00101_00281_000021_results.csv,1
_00101_00844_000004_results.csv,1
_00101_00844_000018_results.csv,1
_00101_00844_000023_results.csv,3
_00101_00844_000011_results.csv,1
_00101_00844_000026_results.csv,3
_00101_00844_000008_results.csv,1
_00101_00844_000014_results.csv,3
_00101_00844_000001_results.csv,1
_00101_00844_000030_results.csv,3
_00101_00844_000002_results.csv,3
_00101_00844_000017_results.csv,1
_00101_00844_000025_results.csv,0
_00101_00844_000012_results.csv,0
_00101_00844_000020_results.csv,0
_00101_00844_000029_results.csv,1
_00101_00844_000007_results.csv,1
_00101_00844_000015_results.csv,14
_00201_00844_000001_results.csv,2
_00101_00844_000027_results.csv,3
_00101_00844_000009_results.csv,3
_00101_00844_000010_results.csv,1
_00101_00844_000022_results.csv,1
_00101_00844_000019_results.csv,1
_00101_00844_000005_results.csv,1
_00101_00844_000028_results.csv,3
_00101_00844_000006_results.csv,3
_00101_00844_000021_results.csv,0
_00101_00844_000013_results.csv,1
_00101_00844_000024_results.csv,2
_00201_00844_000002_results.csv,2
_00101_00844_000016_results.csv,0
_00101_00844_000003_results.csv,3
_00101_00078_000002_results.csv,3
_00201_00078_000024_results.csv,4
_00201_00078_000038_results.csv,8
_00201_00078_000048_results.csv,2
_00101_00078_000030_results.csv,1
_00201_00078_000016_results.csv,1
_00101_00078_000040_results.csv,3
_00101_00078_000025_results.csv,1
_00201_00078_000003_results.csv,4
_00201_00078_000041_results.csv,2
_00101_00078_000017_results.csv,2
_00201_00078_000031_results.csv,6
_00101_00078_000049_results.csv,1
_00101_00078_000039_results.csv,1
_00201_00078_000028_results.csv,0
_00101_00078_000050_results.csv,1
_00201_00078_000006_results.csv,10
_00101_00078_000020_results.csv,2
_00201_00078_000034_results.csv,6
_00101_00078_000012_results.csv,8
_00201_00078_000044_results.csv,0
_00201_00078_000021_results.csv,4
_00101_00078_000007_results.csv,2
_00101_00078_000029_results.csv,3
_00101_00078_000045_results.csv,1
_00201_00078_000013_results.csv,8
_00101_00078_000035_results.csv,1
_00101_00078_000018_results.csv,2
_00101_00078_000046_results.csv,0
_00101_00078_000036_results.csv,3
_00201_00078_000010_results.csv,6
_00101_00078_000004_results.csv,1
_00201_00078_000022_results.csv,4
_00101_00078_000011_results.csv,3
_00201_00078_000037_results.csv,0
_00201_00078_000047_results.csv,0
_00201_00078_000019_results.csv,6
_00101_00078_000023_results.csv,1
_00201_00078_000005_results.csv,2
_00201_00078_000042_results.csv,7
_00201_00078_000032_results.csv,2
_00101_00078_000014_results.csv,2
_00101_00078_000008_results.csv,2
_00101_00078_000026_results.csv,3
_00201_00078_000015_results.csv,2
_00101_00078_000033_results.csv,1
_00101_00078_000043_results.csv,3
_00201_00078_000027_results.csv,1
_00101_00078_000001_results.csv,3
_00201_00078_000009_results.csv,6
_00101_00078_000034_results.csv,3
_00201_00078_000012_results.csv,2
_00101_00078_000044_results.csv,1
_00201_00078_000050_results.csv,0
_00101_00078_000006_results.csv,3
_00201_00078_000020_results.csv,2
_00101_00078_000028_results.csv,3
_00201_00078_000045_results.csv,9
_00101_00078_000013_results.csv,2
_00201_00078_000035_results.csv,7
_00201_00078_000029_results.csv,6
_00101_00078_000021_results.csv,3
_00201_00078_000007_results.csv,0
_00201_00078_000030_results.csv,8
_00101_00078_000016_results.csv,2
_00201_00078_000040_results.csv,6
_00101_00078_000038_results.csv,1
_00101_00078_000048_results.csv,3
_00201_00078_000002_results.csv,0
_00101_00078_000024_results.csv,1
_00201_00078_000049_results.csv,0
_00201_00078_000039_results.csv,4
_00101_00078_000041_results.csv,1
_00201_00078_000017_results.csv,1
_00101_00078_000031_results.csv,1
_00201_00078_000025_results.csv,0
_00101_00078_000003_results.csv,1
_00201_00078_000026_results.csv,0
_00201_00078_000008_results.csv,0
_00101_00078_000042_results.csv,1
_00101_00078_000032_results.csv,1
_00201_00078_000014_results.csv,0
_00101_00078_000009_results.csv,2
_00101_00078_000027_results.csv,3
_00201_00078_000001_results.csv,0
_00101_00078_000015_results.csv,2
_00201_00078_000033_results.csv,6
_00201_00078_000043_results.csv,0
_00201_00078_000004_results.csv,2
_00101_00078_000022_results.csv,1
_00201_00078_000046_results.csv,2
_00201_00078_000036_results.csv,0
_00101_00078_000010_results.csv,2
_00201_00078_000018_results.csv,1
_00201_00078_000023_results.csv,0
_00101_00078_000005_results.csv,1
_00101_00078_000019_results.csv,2
_00201_00078_000011_results.csv,0
_00101_00078_000037_results.csv,0
_00101_00078_000047_results.csv,3
_00101_00286_000037_results.csv,6
_00201_00286_000011_results.csv,6
_00101_00286_000047_results.csv,7
_00101_00286_000019_results.csv,2
_00101_00286_000005_results.csv,8
_00201_00286_000023_results.csv,10
_00201_00286_000018_results.csv,0
_00201_00286_000046_results.csv,0
_00101_00286_000010_results.csv,0
_00201_00286_000036_results.csv,4
_00101_00286_000022_results.csv,2
_00201_00286_000004_results.csv,8
_00201_00286_000033_results.csv,0
_00101_00286_000015_results.csv,6
_00201_00286_000043_results.csv,0
_00201_00286_000001_results.csv,2
_00101_00286_000027_results.csv,0
_00101_00286_000009_results.csv,10
_00101_00286_000042_results.csv,2
_00201_00286_000014_results.csv,8
_00101_00286_000032_results.csv,0
_00201_00286_000008_results.csv,9
_00201_00286_000026_results.csv,8
_00101_00286_000003_results.csv,0
_00201_00286_000025_results.csv,4
_00101_00286_000041_results.csv,2
_00101_00286_000031_results.csv,0
_00201_00286_000017_results.csv,0
_00201_00286_000049_results.csv,0
_00201_00286_000039_results.csv,10
_00101_00286_000024_results.csv,4
_00201_00286_000002_results.csv,2
_00101_00286_000038_results.csv,0
_00101_00286_000048_results.csv,0
_00101_00286_000016_results.csv,6
_00201_00286_000030_results.csv,0
_00201_00286_000040_results.csv,1
_00201_00286_000007_results.csv,0
_00101_00286_000021_results.csv,2
_00201_00286_000029_results.csv,0
_00201_00286_000045_results.csv,0
_00201_00286_000035_results.csv,4
_00101_00286_000013_results.csv,0
_00101_00286_000028_results.csv,2
_00201_00286_000050_results.csv,15
_00201_00286_000020_results.csv,1
_00101_00286_000006_results.csv,0
_00201_00286_000012_results.csv,8
_00101_00286_000034_results.csv,4
_00101_00286_000044_results.csv,0
_00201_00286_000009_results.csv,0
_00101_00286_000001_results.csv,0
_00201_00286_000027_results.csv,0
_00101_00286_000033_results.csv,4
_00201_00286_000015_results.csv,8
_00101_00286_000043_results.csv,0
_00101_00286_000026_results.csv,0
_00101_00286_000008_results.csv,4
_00201_00286_000042_results.csv,2
_00101_00286_000014_results.csv,7
_00201_00286_000032_results.csv,4
_00201_00286_000005_results.csv,9
_00101_00286_000023_results.csv,0
_00201_00286_000019_results.csv,0
_00201_00286_000037_results.csv,0
_00101_00286_000011_results.csv,0
_00201_00286_000047_results.csv,2
_00201_00286_000022_results.csv,0
_00101_00286_000004_results.csv,4
_00101_00286_000046_results.csv,4
_00201_00286_000010_results.csv,8
_00101_00286_000036_results.csv,6
_00101_00286_000018_results.csv,0
_00101_00286_000045_results.csv,12
_00101_00286_000035_results.csv,0
_00201_00286_000013_results.csv,0
_00101_00286_000029_results.csv,2
_00101_00286_000007_results.csv,6
_00201_00286_000021_results.csv,1
_00101_00286_000012_results.csv,2
_00201_00286_000034_results.csv,4
_00201_00286_000044_results.csv,4
_00101_00286_000050_results.csv,10
_00101_00286_000020_results.csv,2
_00201_00286_000006_results.csv,9
_00201_00286_000028_results.csv,2
_00101_00286_000049_results.csv,2
_00101_00286_000039_results.csv,10
_00201_00286_000041_results.csv,0
_00201_00286_000031_results.csv,0
_00101_00286_000017_results.csv,2
_00201_00286_000003_results.csv,8
_00101_00286_000025_results.csv,8
_00201_00286_000016_results.csv,4
_00101_00286_000030_results.csv,0
_00101_00286_000040_results.csv,9
_00201_00286_000038_results.csv,10
_00201_00286_000048_results.csv,0
_00201_00286_000024_results.csv,0
_00101_00286_000002_results.csv,0
_00101_00888_000009_results.csv,2
_00101_00888_000027_results.csv,2
_00101_00888_000015_results.csv,2
_00101_00888_000032_results.csv,2
_00101_00888_000042_results.csv,2
_00101_00888_000005_results.csv,2
_00101_00888_000019_results.csv,2
_00101_00888_000047_results.csv,2
_00101_00888_000037_results.csv,2
_00101_00888_000022_results.csv,0
_00101_00888_000010_results.csv,2
_00101_00888_000013_results.csv,2
_00101_00888_000021_results.csv,0
_00101_00888_000044_results.csv,7
_00101_00888_000034_results.csv,4
_00101_00888_000006_results.csv,4
_00101_00888_000028_results.csv,2
_00101_00888_000031_results.csv,2
_00101_00888_000041_results.csv,2
_00101_00888_000003_results.csv,4
_00101_00888_000016_results.csv,0
_00101_00888_000048_results.csv,2
_00101_00888_000038_results.csv,2
_00101_00888_000024_results.csv,2
_00101_00888_000011_results.csv,2
_00101_00888_000023_results.csv,2
_00101_00888_000018_results.csv,0
_00101_00888_000036_results.csv,2
_00101_00888_000046_results.csv,2
_00101_00888_000004_results.csv,2
_00101_00888_000043_results.csv,2
_00101_00888_000033_results.csv,2
_00101_00888_000001_results.csv,2
_00101_00888_000014_results.csv,2
_00101_00888_000008_results.csv,2
_00101_00888_000026_results.csv,0
_00101_00888_000025_results.csv,4
_00101_00888_000017_results.csv,2
_00101_00888_000039_results.csv,0
_00101_00888_000049_results.csv,2
_00101_00888_000002_results.csv,0
_00101_00888_000040_results.csv,2
_00101_00888_000030_results.csv,2
_00101_00888_000007_results.csv,2
_00101_00888_000029_results.csv,0
_00101_00888_000035_results.csv,2
_00101_00888_000045_results.csv,2
_00101_00888_000020_results.csv,13
_00101_00888_000050_results.csv,2
_00101_00888_000012_results.csv,2
_00201_00424_000045_results.csv,1
_00201_00424_000035_results.csv,1
_00101_00424_000013_results.csv,3
_00201_00424_000029_results.csv,0
_00201_00424_000007_results.csv,2
_00101_00424_000021_results.csv,1
_00201_00424_000012_results.csv,2
_00101_00424_000034_results.csv,3
_00101_00424_000044_results.csv,3
_00201_00424_000050_results.csv,1
_00201_00424_000020_results.csv,2
_00101_00424_000006_results.csv,1
_00101_00424_000028_results.csv,3
_00201_00424_000049_results.csv,1
_00201_00424_000039_results.csv,8
_00101_00424_000041_results.csv,1
_00101_00424_000031_results.csv,1
_00201_00424_000017_results.csv,0
_00101_00424_000003_results.csv,1
_00201_00424_000025_results.csv,2
_00101_00424_000016_results.csv,1
_00201_00424_000030_results.csv,6
_00201_00424_000040_results.csv,4
_00101_00424_000038_results.csv,1
_00101_00424_000048_results.csv,1
_00101_00424_000024_results.csv,1
_00201_00424_000002_results.csv,0
_00101_00424_000009_results.csv,3
_00201_00424_000001_results.csv,2
_00101_00424_000027_results.csv,1
_00201_00424_000033_results.csv,8
_00101_00424_000015_results.csv,3
_00201_00424_000043_results.csv,4
_00201_00424_000026_results.csv,2
_00201_00424_000008_results.csv,2
_00101_00424_000042_results.csv,1
_00201_00424_000014_results.csv,2
_00101_00424_000032_results.csv,1
_00101_00424_000005_results.csv,3
_00201_00424_000023_results.csv,2
