JPGNumber,RaceNumber,BubbleNumber,Actual,Baseline,CNN
1011,0,0,0,0,-1
1011,0,1,1,1,-1
1011,0,2,0,0,-1
1013,0,0,1,1,-1
1013,0,1,0,0,-1
1013,0,2,0,0,-1
1015,0,0,0,0,-1
1015,0,1,1,1,-1
1015,0,2,0,0,-1
1017,0,0,1,1,-1
1017,0,1,0,0,-1
1017,0,2,0,0,-1
1019,0,0,0,0,-1
1019,0,1,1,1,-1
1019,0,2,0,0,-1
1021,0,0,0,0,-1
1021,0,1,1,1,-1
1021,0,2,0,0,-1
1023,0,0,0,0,-1
1023,0,1,1,1,-1
1023,0,2,0,0,-1
1025,0,0,1,1,-1
1025,0,1,0,0,-1
1025,0,2,0,0,-1
1027,0,0,0,0,-1
1027,0,1,1,1,-1
1027,0,2,0,0,-1
1029,0,0,0,2,-1
1029,0,1,1,2,-1
1029,0,2,0,2,-1
1031,0,0,0,0,-1
1031,0,1,1,1,-1
1031,0,2,0,0,-1
1033,0,0,0,0,-1
1033,0,1,1,1,-1
1033,0,2,0,0,-1
1035,0,0,0,0,-1
1035,0,1,1,1,-1
1035,0,2,0,0,-1
1037,0,0,1,1,-1
1037,0,1,0,0,-1
1037,0,2,0,0,-1
1039,0,0,0,0,-1
1039,0,1,1,1,-1
1039,0,2,0,0,-1
1041,0,0,1,1,-1
1041,0,1,0,0,-1
1041,0,2,0,0,-1
1043,0,0,0,0,-1
1043,0,1,1,1,-1
1043,0,2,0,0,-1
1045,0,0,1,1,-1
1045,0,1,0,0,-1
1045,0,2,0,0,-1
1047,0,0,1,1,-1
1047,0,1,0,0,-1
1047,0,2,0,0,-1
1049,0,0,1,1,-1
1049,0,1,0,0,-1
1049,0,2,0,0,-1
1051,0,0,1,1,-1
1051,0,1,0,0,-1
1051,0,2,0,0,-1
1053,0,0,0,0,-1
1053,0,1,1,1,-1
1053,0,2,0,0,-1
1055,0,0,0,0,-1
1055,0,1,1,1,-1
1055,0,2,0,0,-1
1057,0,0,0,0,-1
1057,0,1,1,1,-1
1057,0,2,0,0,-1
1059,0,0,1,1,-1
1059,0,1,0,0,-1
1059,0,2,0,0,-1
1061,0,0,0,0,-1
1061,0,1,1,1,-1
1061,0,2,0,0,-1
1063,0,0,0,0,-1
1063,0,1,1,1,-1
1063,0,2,0,0,-1
1065,0,0,1,1,-1
1065,0,1,0,0,-1
1065,0,2,0,0,-1
1067,0,0,0,0,-1
1067,0,1,1,1,-1
1067,0,2,0,0,-1
1069,0,0,1,1,-1
1069,0,1,0,0,-1
1069,0,2,0,0,-1
1071,0,0,1,1,-1
1071,0,1,0,0,-1
1071,0,2,0,0,-1
1073,0,0,0,2,-1
1073,0,1,1,2,-1
1073,0,2,0,2,-1
1075,0,0,0,0,-1
1075,0,1,1,1,-1
1075,0,2,0,0,-1
1077,0,0,0,0,-1
1077,0,1,1,1,-1
1077,0,2,0,0,-1
1079,0,0,1,1,-1
1079,0,1,0,0,-1
1079,0,2,0,0,-1
1081,0,0,1,1,-1
1081,0,1,0,0,-1
1081,0,2,0,0,-1
1083,0,0,0,0,-1
1083,0,1,1,1,-1
1083,0,2,0,0,-1
1085,0,0,1,1,-1
1085,0,1,0,0,-1
1085,0,2,0,0,-1
2287,0,0,1,1,-1
2287,0,1,0,0,-1
2287,0,2,0,0,-1
2289,0,0,0,0,-1
2289,0,1,1,1,-1
2289,0,2,0,0,-1
2291,0,0,0,0,-1
2291,0,1,1,1,-1
2291,0,2,0,0,-1
2293,0,0,0,0,-1
2293,0,1,1,1,-1
2293,0,2,0,0,-1
2295,0,0,0,0,-1
2295,0,1,1,1,-1
2295,0,2,0,0,-1
2297,0,0,0,0,-1
2297,0,1,1,1,-1
2297,0,2,0,0,-1
2299,0,0,0,0,-1
2299,0,1,1,1,-1
2299,0,2,0,0,-1
2301,0,0,0,0,-1
2301,0,1,1,1,-1
2301,0,2,0,0,-1
2303,0,0,0,0,-1
2303,0,1,1,1,-1
2303,0,2,0,0,-1
2305,0,0,1,1,-1
2305,0,1,0,0,-1
2305,0,2,0,0,-1
2307,0,0,1,1,-1
2307,0,1,0,0,-1
2307,0,2,0,0,-1
2309,0,0,1,1,-1
2309,0,1,0,0,-1
2309,0,2,0,0,-1
2311,0,0,1,1,-1
2311,0,1,0,0,-1
2311,0,2,0,0,-1
2313,0,0,0,0,-1
2313,0,1,1,1,-1
2313,0,2,0,0,-1
2315,0,0,0,0,-1
2315,0,1,1,1,-1
2315,0,2,0,0,-1
2317,0,0,0,0,-1
2317,0,1,1,1,-1
2317,0,2,0,0,-1
2319,0,0,0,0,-1
2319,0,1,1,1,-1
2319,0,2,0,0,-1
2321,0,0,1,1,-1
2321,0,1,0,0,-1
2321,0,2,0,0,-1
2323,0,0,0,0,-1
2323,0,1,1,1,-1
2323,0,2,0,0,-1
2325,0,0,1,1,-1
2325,0,1,0,0,-1
2325,0,2,0,0,-1
2327,0,0,0,0,-1
2327,0,1,1,1,-1
2327,0,2,0,0,-1
2329,0,0,0,0,-1
2329,0,1,1,1,-1
2329,0,2,0,0,-1
2331,0,0,1,1,-1
2331,0,1,0,0,-1
2331,0,2,0,0,-1
2333,0,0,0,0,-1
2333,0,1,1,1,-1
2333,0,2,0,0,-1
2335,0,0,0,0,-1
2335,0,1,1,1,-1
2335,0,2,0,0,-1
3249,0,0,1,1,-1
3249,0,1,0,0,-1
3249,0,2,0,0,-1
3251,0,0,0,0,-1
3251,0,1,1,1,-1
3251,0,2,0,0,-1
3253,0,0,0,0,-1
3253,0,1,1,1,-1
3253,0,2,0,0,-1
3255,0,0,0,0,-1
3255,0,1,1,1,-1
3255,0,2,0,0,-1
3257,0,0,0,0,-1
3257,0,1,0,0,-1
3257,0,2,0,0,-1
3259,0,0,1,1,-1
3259,0,1,0,0,-1
3259,0,2,0,0,-1
3261,0,0,1,1,-1
3261,0,1,0,0,-1
3261,0,2,0,0,-1
3263,0,0,0,0,-1
3263,0,1,1,1,-1
3263,0,2,0,0,-1
3265,0,0,0,0,-1
3265,0,1,1,1,-1
3265,0,2,0,0,-1
3267,0,0,1,1,-1
3267,0,1,0,0,-1
3267,0,2,0,0,-1
3269,0,0,0,0,-1
3269,0,1,1,1,-1
3269,0,2,0,0,-1
3271,0,0,1,1,-1
3271,0,1,0,0,-1
3271,0,2,0,0,-1
3273,0,0,0,0,-1
3273,0,1,1,1,-1
3273,0,2,0,0,-1
3275,0,0,1,1,-1
3275,0,1,0,0,-1
3275,0,2,0,0,-1
3277,0,0,0,0,-1
3277,0,1,0,0,-1
3277,0,2,0,0,-1
3279,0,0,0,0,-1
3279,0,1,0,0,-1
3279,0,2,0,0,-1
3281,0,0,1,1,-1
3281,0,1,0,0,-1
3281,0,2,0,0,-1
3283,0,0,0,0,-1
3283,0,1,1,1,-1
3283,0,2,0,0,-1
3285,0,0,0,0,-1
3285,0,1,1,1,-1
3285,0,2,0,0,-1
3287,0,0,0,0,-1
3287,0,1,1,1,-1
3287,0,2,0,0,-1
3289,0,0,0,0,-1
3289,0,1,1,1,-1
3289,0,2,0,0,-1
3291,0,0,1,1,-1
3291,0,1,0,0,-1
3291,0,2,0,0,-1
3293,0,0,0,0,-1
3293,0,1,1,1,-1
3293,0,2,0,0,-1
3295,0,0,1,1,-1
3295,0,1,0,0,-1
3295,0,2,0,0,-1
3297,0,0,0,0,-1
3297,0,1,1,1,-1
3297,0,2,0,0,-1
3299,0,0,0,0,-1
3299,0,1,1,1,-1
3299,0,2,0,0,-1
3301,0,0,1,1,-1
3301,0,1,0,0,-1
3301,0,2,0,0,-1
3303,0,0,1,1,-1
3303,0,1,0,0,-1
3303,0,2,0,0,-1
3305,0,0,0,0,-1
3305,0,1,1,1,-1
3305,0,2,0,0,-1
3307,0,0,1,1,-1
3307,0,1,0,0,-1
3307,0,2,0,0,-1
3309,0,0,0,0,-1
3309,0,1,1,1,-1
3309,0,2,0,0,-1
3311,0,0,0,0,-1
3311,0,1,1,1,-1
3311,0,2,0,0,-1
3313,0,0,0,0,-1
3313,0,1,1,1,-1
3313,0,2,0,0,-1
3315,0,0,1,1,-1
3315,0,1,0,0,-1
3315,0,2,0,0,-1
3317,0,0,1,1,-1
3317,0,1,0,0,-1
3317,0,2,0,0,-1
3319,0,0,0,0,-1
3319,0,1,1,1,-1
3319,0,2,0,0,-1
3321,0,0,0,0,-1
3321,0,1,1,1,-1
3321,0,2,0,0,-1
3323,0,0,0,0,-1
3323,0,1,1,1,-1
3323,0,2,0,0,-1
3325,0,0,1,1,-1
3325,0,1,0,0,-1
3325,0,2,0,0,-1
3327,0,0,0,0,-1
3327,0,1,1,1,-1
3327,0,2,0,0,-1
3329,0,0,1,1,-1
3329,0,1,0,0,-1
3329,0,2,0,0,-1
3331,0,0,1,1,-1
3331,0,1,0,0,-1
3331,0,2,0,0,-1
3333,0,0,1,1,-1
3333,0,1,0,0,-1
3333,0,2,0,0,-1
3335,0,0,0,0,-1
3335,0,1,1,1,-1
3335,0,2,0,0,-1
3337,0,0,0,0,-1
3337,0,1,1,1,-1
3337,0,2,0,0,-1
3339,0,0,0,0,-1
3339,0,1,1,1,-1
3339,0,2,0,0,-1
3341,0,0,0,0,-1
3341,0,1,1,1,-1
3341,0,2,0,0,-1
3343,0,0,0,0,-1
3343,0,1,1,1,-1
3343,0,2,0,0,-1
3345,0,0,0,0,-1
3345,0,1,1,1,-1
3345,0,2,0,0,-1
3347,0,0,0,0,-1
3347,0,1,1,1,-1
3347,0,2,0,0,-1
3349,0,0,1,1,-1
3349,0,1,0,0,-1
3349,0,2,0,0,-1
3351,0,0,0,0,-1
3351,0,1,0,0,-1
3351,0,2,0,0,-1
3353,0,0,1,1,-1
3353,0,1,0,0,-1
3353,0,2,0,0,-1
3355,0,0,1,1,-1
3355,0,1,0,0,-1
3355,0,2,0,0,-1
3357,0,0,0,0,-1
3357,0,1,1,1,-1
3357,0,2,0,0,-1
3359,0,0,1,1,-1
3359,0,1,0,0,-1
3359,0,2,0,0,-1
3361,0,0,1,1,-1
3361,0,1,0,0,-1
3361,0,2,0,0,-1
3363,0,0,0,0,-1
3363,0,1,0,0,-1
3363,0,2,0,0,-1
3365,0,0,0,0,-1
3365,0,1,1,1,-1
3365,0,2,0,0,-1
3367,0,0,1,1,-1
3367,0,1,0,0,-1
3367,0,2,0,0,-1
3369,0,0,1,1,-1
3369,0,1,0,0,-1
3369,0,2,0,0,-1
3371,0,0,0,0,-1
3371,0,1,1,1,-1
3371,0,2,0,0,-1
3373,0,0,0,0,-1
3373,0,1,1,1,-1
3373,0,2,0,0,-1
3375,0,0,0,2,-1
3375,0,1,1,2,-1
3375,0,2,0,2,-1
3377,0,0,1,1,-1
3377,0,1,0,0,-1
3377,0,2,0,0,-1
3379,0,0,1,1,-1
3379,0,1,0,0,-1
3379,0,2,0,0,-1
3381,0,0,0,0,-1
3381,0,1,1,1,-1
3381,0,2,0,0,-1
3383,0,0,1,1,-1
3383,0,1,0,0,-1
3383,0,2,0,0,-1
3385,0,0,0,0,-1
3385,0,1,1,1,-1
3385,0,2,0,0,-1
3387,0,0,0,0,-1
3387,0,1,1,1,-1
3387,0,2,0,0,-1
3389,0,0,0,0,-1
3389,0,1,1,1,-1
3389,0,2,0,0,-1
3391,0,0,0,0,-1
3391,0,1,1,1,-1
3391,0,2,0,0,-1
3393,0,0,0,0,-1
3393,0,1,1,1,-1
3393,0,2,0,0,-1
3395,0,0,0,0,-1
3395,0,1,1,1,-1
3395,0,2,0,0,-1
3397,0,0,1,1,-1
3397,0,1,0,0,-1
3397,0,2,0,0,-1
3399,0,0,0,0,-1
3399,0,1,1,1,-1
3399,0,2,0,0,-1
3401,0,0,1,1,-1
3401,0,1,0,0,-1
3401,0,2,0,0,-1
3403,0,0,0,0,-1
3403,0,1,1,1,-1
3403,0,2,0,0,-1
3405,0,0,0,0,-1
3405,0,1,1,1,-1
3405,0,2,0,0,-1
3407,0,0,1,1,-1
3407,0,1,0,0,-1
3407,0,2,0,0,-1
3409,0,0,0,0,-1
3409,0,1,1,1,-1
3409,0,2,0,0,-1
3411,0,0,1,1,-1
3411,0,1,0,0,-1
3411,0,2,0,0,-1
3413,0,0,0,0,-1
3413,0,1,1,1,-1
3413,0,2,0,0,-1
3415,0,0,0,0,-1
3415,0,1,1,1,-1
3415,0,2,0,0,-1
3417,0,0,0,0,-1
3417,0,1,1,1,-1
3417,0,2,0,0,-1
3419,0,0,0,0,-1
3419,0,1,1,1,-1
3419,0,2,0,0,-1
3421,0,0,0,0,-1
3421,0,1,1,1,-1
3421,0,2,0,0,-1
3423,0,0,1,1,-1
3423,0,1,0,0,-1
3423,0,2,0,0,-1
3425,0,0,0,0,-1
3425,0,1,1,1,-1
3425,0,2,0,0,-1
3427,0,0,0,0,-1
3427,0,1,1,1,-1
3427,0,2,0,0,-1
3429,0,0,1,1,-1
3429,0,1,0,0,-1
3429,0,2,0,0,-1
3431,0,0,1,1,-1
3431,0,1,0,0,-1
3431,0,2,0,0,-1
3433,0,0,1,1,-1
3433,0,1,0,0,-1
3433,0,2,0,0,-1
3435,0,0,0,0,-1
3435,0,1,1,1,-1
3435,0,2,0,0,-1
3437,0,0,0,0,-1
3437,0,1,1,1,-1
3437,0,2,0,0,-1
3439,0,0,0,0,-1
3439,0,1,0,0,-1
3439,0,2,0,0,-1
3441,0,0,0,0,-1
3441,0,1,1,1,-1
3441,0,2,0,0,-1
3443,0,0,0,0,-1
3443,0,1,1,1,-1
3443,0,2,0,0,-1
3445,0,0,1,1,-1
3445,0,1,0,0,-1
3445,0,2,0,0,-1
3447,0,0,0,0,-1
3447,0,1,1,1,-1
3447,0,2,0,0,-1
3449,0,0,1,1,-1
3449,0,1,0,0,-1
3449,0,2,0,0,-1
3451,0,0,0,0,-1
3451,0,1,1,1,-1
3451,0,2,0,0,-1
3453,0,0,1,1,-1
3453,0,1,0,0,-1
3453,0,2,0,0,-1
3455,0,0,0,0,-1
3455,0,1,1,1,-1
3455,0,2,0,0,-1
3457,0,0,1,1,-1
3457,0,1,0,0,-1
3457,0,2,0,0,-1
3459,0,0,0,0,-1
3459,0,1,1,1,-1
3459,0,2,0,0,-1
3461,0,0,0,0,-1
3461,0,1,1,1,-1
3461,0,2,0,0,-1
3463,0,0,1,1,-1
3463,0,1,0,0,-1
3463,0,2,0,0,-1
3465,0,0,1,1,-1
3465,0,1,0,0,-1
3465,0,2,0,0,-1
3467,0,0,0,0,-1
3467,0,1,1,1,-1
3467,0,2,0,0,-1
3469,0,0,0,0,-1
3469,0,1,1,1,-1
3469,0,2,0,0,-1
3471,0,0,0,0,-1
3471,0,1,1,1,-1
3471,0,2,0,0,-1
3473,0,0,1,1,-1
3473,0,1,0,0,-1
3473,0,2,0,0,-1
3475,0,0,1,1,-1
3475,0,1,0,0,-1
3475,0,2,0,0,-1
3477,0,0,0,0,-1
3477,0,1,1,1,-1
3477,0,2,0,0,-1
3479,0,0,0,0,-1
3479,0,1,1,1,-1
3479,0,2,0,0,-1
3481,0,0,1,1,-1
3481,0,1,0,0,-1
3481,0,2,0,0,-1
3483,0,0,1,1,-1
3483,0,1,0,0,-1
3483,0,2,0,0,-1
3485,0,0,1,1,-1
3485,0,1,0,0,-1
3485,0,2,0,0,-1
3487,0,0,0,0,-1
3487,0,1,1,1,-1
3487,0,2,0,0,-1
3489,0,0,0,0,-1
3489,0,1,1,1,-1
3489,0,2,0,0,-1
3491,0,0,0,0,-1
3491,0,1,1,1,-1
3491,0,2,0,0,-1
3493,0,0,1,1,-1
3493,0,1,0,0,-1
3493,0,2,0,0,-1
3495,0,0,0,0,-1
3495,0,1,1,1,-1
3495,0,2,0,0,-1
3497,0,0,0,0,-1
3497,0,1,1,1,-1
3497,0,2,0,0,-1
3499,0,0,1,1,-1
3499,0,1,0,0,-1
3499,0,2,0,0,-1
3501,0,0,1,1,-1
3501,0,1,0,0,-1
3501,0,2,0,0,-1
3503,0,0,0,0,-1
3503,0,1,1,1,-1
3503,0,2,0,0,-1
3505,0,0,0,0,-1
3505,0,1,1,1,-1
3505,0,2,0,0,-1
3507,0,0,0,0,-1
3507,0,1,1,1,-1
3507,0,2,0,0,-1
3509,0,0,0,0,-1
3509,0,1,1,1,-1
3509,0,2,0,0,-1
3511,0,0,0,0,-1
3511,0,1,1,1,-1
3511,0,2,0,0,-1
3513,0,0,0,0,-1
3513,0,1,1,1,-1
3513,0,2,0,0,-1
3515,0,0,0,0,-1
3515,0,1,1,1,-1
3515,0,2,0,0,-1
3517,0,0,1,1,-1
3517,0,1,0,0,-1
3517,0,2,0,0,-1
3519,0,0,1,1,-1
3519,0,1,0,0,-1
3519,0,2,0,0,-1
3521,0,0,0,0,-1
3521,0,1,1,1,-1
3521,0,2,0,0,-1
3523,0,0,1,1,-1
3523,0,1,0,0,-1
3523,0,2,0,0,-1
3525,0,0,0,0,-1
3525,0,1,1,1,-1
3525,0,2,0,0,-1
3527,0,0,0,0,-1
3527,0,1,1,1,-1
3527,0,2,0,0,-1
3529,0,0,0,0,-1
3529,0,1,1,1,-1
3529,0,2,0,0,-1
3531,0,0,0,0,-1
3531,0,1,1,1,-1
3531,0,2,0,0,-1
3533,0,0,0,0,-1
3533,0,1,1,1,-1
3533,0,2,0,0,-1
3535,0,0,0,1,-1
3535,0,1,1,0,-1
3535,0,2,0,0,-1
3537,0,0,1,1,-1
3537,0,1,0,0,-1
3537,0,2,0,0,-1
3539,0,0,0,0,-1
3539,0,1,1,1,-1
3539,0,2,0,0,-1
3541,0,0,0,0,-1
3541,0,1,1,1,-1
3541,0,2,0,0,-1
3543,0,0,0,0,-1
3543,0,1,1,1,-1
3543,0,2,0,0,-1
3545,0,0,1,1,-1
3545,0,1,0,0,-1
3545,0,2,0,0,-1
3547,0,0,1,1,-1
3547,0,1,0,0,-1
3547,0,2,0,0,-1
3549,0,0,0,0,-1
3549,0,1,1,1,-1
3549,0,2,0,0,-1
3551,0,0,0,0,-1
3551,0,1,1,1,-1
3551,0,2,0,0,-1
3553,0,0,0,0,-1
3553,0,1,1,1,-1
3553,0,2,0,0,-1
3555,0,0,0,0,-1
3555,0,1,1,1,-1
3555,0,2,0,0,-1
3557,0,0,1,1,-1
3557,0,1,0,0,-1
3557,0,2,0,0,-1
3559,0,0,1,1,-1
3559,0,1,0,0,-1
3559,0,2,0,0,-1
3561,0,0,1,1,-1
3561,0,1,0,0,-1
3561,0,2,0,0,-1
3563,0,0,0,0,-1
3563,0,1,1,1,-1
3563,0,2,0,0,-1
3565,0,0,1,1,-1
3565,0,1,0,0,-1
3565,0,2,0,0,-1
3567,0,0,1,1,-1
3567,0,1,0,0,-1
3567,0,2,0,0,-1
3569,0,0,1,1,-1
3569,0,1,0,0,-1
3569,0,2,0,0,-1
3571,0,0,0,0,-1
3571,0,1,1,1,-1
3571,0,2,0,0,-1
3573,0,0,0,0,-1
3573,0,1,1,1,-1
3573,0,2,0,0,-1
3575,0,0,1,1,-1
3575,0,1,0,0,-1
3575,0,2,0,0,-1
4615,0,0,0,0,-1
4615,0,1,1,1,-1
4615,0,2,0,0,-1
4617,0,0,0,0,-1
4617,0,1,1,1,-1
4617,0,2,0,0,-1
4619,0,0,1,1,-1
4619,0,1,0,0,-1
4619,0,2,0,0,-1
4621,0,0,0,0,-1
4621,0,1,1,1,-1
4621,0,2,0,0,-1
4623,0,0,0,0,-1
4623,0,1,1,1,-1
4623,0,2,0,0,-1
4625,0,0,0,0,-1
4625,0,1,1,1,-1
4625,0,2,0,0,-1
4627,0,0,1,1,-1
4627,0,1,0,0,-1
4627,0,2,0,0,-1
4629,0,0,1,1,-1
4629,0,1,0,0,-1
4629,0,2,0,0,-1
4631,0,0,0,0,-1
4631,0,1,1,1,-1
4631,0,2,0,0,-1
4633,0,0,1,1,-1
4633,0,1,0,0,-1
4633,0,2,0,0,-1
4635,0,0,0,0,-1
4635,0,1,1,1,-1
4635,0,2,0,0,-1
4637,0,0,0,0,-1
4637,0,1,1,1,-1
4637,0,2,0,0,-1
4639,0,0,0,0,-1
4639,0,1,1,1,-1
4639,0,2,0,0,-1
4641,0,0,0,0,-1
4641,0,1,1,1,-1
4641,0,2,0,0,-1
4643,0,0,0,0,-1
4643,0,1,1,1,-1
4643,0,2,0,0,-1
4645,0,0,1,1,-1
4645,0,1,0,0,-1
4645,0,2,0,0,-1
4647,0,0,1,1,-1
4647,0,1,0,0,-1
4647,0,2,0,0,-1
4649,0,0,0,0,-1
4649,0,1,1,1,-1
4649,0,2,0,0,-1
4651,0,0,1,1,-1
4651,0,1,0,0,-1
4651,0,2,0,0,-1
4653,0,0,1,1,-1
4653,0,1,0,0,-1
4653,0,2,0,0,-1
4655,0,0,0,0,-1
4655,0,1,1,1,-1
4655,0,2,0,0,-1
4657,0,0,0,0,-1
4657,0,1,1,1,-1
4657,0,2,0,0,-1
4659,0,0,0,0,-1
4659,0,1,1,1,-1
4659,0,2,0,0,-1
4661,0,0,0,0,-1
4661,0,1,1,1,-1
4661,0,2,0,0,-1
4663,0,0,0,0,-1
4663,0,1,1,1,-1
4663,0,2,0,0,-1
4665,0,0,1,1,-1
4665,0,1,0,0,-1
4665,0,2,0,0,-1
4667,0,0,0,0,-1
4667,0,1,1,1,-1
4667,0,2,0,0,-1
4669,0,0,1,1,-1
4669,0,1,0,0,-1
4669,0,2,0,0,-1
4671,0,0,1,1,-1
4671,0,1,0,0,-1
4671,0,2,0,0,-1
4673,0,0,1,1,-1
4673,0,1,0,0,-1
4673,0,2,0,0,-1
4675,0,0,1,1,-1
4675,0,1,0,0,-1
4675,0,2,0,0,-1
4677,0,0,0,0,-1
4677,0,1,1,1,-1
4677,0,2,0,0,-1
4679,0,0,0,0,-1
4679,0,1,1,1,-1
4679,0,2,0,0,-1
4681,0,0,0,0,-1
4681,0,1,1,1,-1
4681,0,2,0,0,-1
4683,0,0,0,0,-1
4683,0,1,1,1,-1
4683,0,2,0,0,-1
4685,0,0,1,1,-1
4685,0,1,0,0,-1
4685,0,2,0,0,-1
4687,0,0,0,0,-1
4687,0,1,1,1,-1
4687,0,2,0,0,-1
4689,0,0,0,0,-1
4689,0,1,1,1,-1
4689,0,2,0,0,-1
4691,0,0,0,0,-1
4691,0,1,0,0,-1
4691,0,2,0,0,-1
4693,0,0,1,1,-1
4693,0,1,0,0,-1
4693,0,2,0,0,-1
4695,0,0,0,0,-1
4695,0,1,1,1,-1
4695,0,2,0,0,-1
4697,0,0,0,0,-1
4697,0,1,1,1,-1
4697,0,2,0,0,-1
4699,0,0,0,0,-1
4699,0,1,1,1,-1
4699,0,2,0,0,-1
4701,0,0,0,0,-1
4701,0,1,1,1,-1
4701,0,2,0,0,-1
4703,0,0,0,0,-1
4703,0,1,1,1,-1
4703,0,2,0,0,-1
4705,0,0,0,0,-1
4705,0,1,1,1,-1
4705,0,2,0,0,-1
4707,0,0,1,1,-1
4707,0,1,0,0,-1
4707,0,2,0,0,-1
4709,0,0,1,1,-1
4709,0,1,0,0,-1
4709,0,2,0,0,-1
4711,0,0,0,0,-1
4711,0,1,1,1,-1
4711,0,2,0,0,-1
4713,0,0,0,0,-1
4713,0,1,1,1,-1
4713,0,2,0,0,-1
4715,0,0,0,0,-1
4715,0,1,1,1,-1
4715,0,2,0,0,-1
4717,0,0,0,0,-1
4717,0,1,1,1,-1
4717,0,2,0,0,-1
4719,0,0,0,0,-1
4719,0,1,1,1,-1
4719,0,2,0,0,-1
4721,0,0,1,1,-1
4721,0,1,0,0,-1
4721,0,2,0,0,-1
4723,0,0,0,0,-1
4723,0,1,1,1,-1
4723,0,2,0,0,-1
4725,0,0,0,0,-1
4725,0,1,1,1,-1
4725,0,2,0,0,-1
4727,0,0,0,0,-1
4727,0,1,1,1,-1
4727,0,2,0,0,-1
4729,0,0,1,1,-1
4729,0,1,0,0,-1
4729,0,2,0,0,-1
4731,0,0,0,0,-1
4731,0,1,1,1,-1
4731,0,2,0,0,-1
4733,0,0,0,0,-1
4733,0,1,1,1,-1
4733,0,2,0,0,-1
4735,0,0,1,1,-1
4735,0,1,0,0,-1
4735,0,2,0,0,-1
4737,0,0,0,0,-1
4737,0,1,1,1,-1
4737,0,2,0,0,-1
4739,0,0,0,0,-1
4739,0,1,1,1,-1
4739,0,2,0,0,-1
4741,0,0,1,1,-1
4741,0,1,0,0,-1
4741,0,2,0,0,-1
4743,0,0,1,1,-1
4743,0,1,0,0,-1
4743,0,2,0,0,-1
4745,0,0,1,1,-1
4745,0,1,0,0,-1
4745,0,2,0,0,-1
4747,0,0,1,1,-1
4747,0,1,0,0,-1
4747,0,2,0,0,-1
4749,0,0,1,1,-1
4749,0,1,0,0,-1
4749,0,2,0,0,-1
4751,0,0,0,0,-1
4751,0,1,1,1,-1
4751,0,2,0,0,-1
4753,0,0,1,1,-1
4753,0,1,0,0,-1
4753,0,2,0,0,-1
4755,0,0,0,0,-1
4755,0,1,1,1,-1
4755,0,2,0,0,-1
4757,0,0,0,0,-1
4757,0,1,1,1,-1
4757,0,2,0,0,-1
4759,0,0,0,0,-1
4759,0,1,1,1,-1
4759,0,2,0,0,-1
4761,0,0,0,0,-1
4761,0,1,1,1,-1
