JPGNumber,Race 0 Bubble 0,Race 0 Bubble 1,Race 0 Bubble 2,Race 0 Bubble 3,Race 0 Bubble 4,Race 0 Bubble 5,Race 0 Bubble 6
1932,1,1,1,0,0,0,0
1934,1,1,1,0,0,0,0
1936,0,1,1,1,0,0,0
1938,1,1,1,0,0,0,0
1940,1,1,1,0,0,0,0
1942,1,1,1,0,0,0,0
1944,1,1,0,1,0,0,0
1946,1,1,0,1,0,0,0
1948,1,1,1,0,0,0,0
1950,1,1,1,0,0,0,0
1952,1,0,0,0,0,0,0
1954,0,1,1,1,0,0,0
1956,0,1,1,1,0,0,0
1958,1,1,0,1,0,0,0
1960,0,0,0,0,0,0,0
1962,1,1,1,0,0,0,0
1964,1,0,1,1,0,0,0
1966,1,0,0,1,0,0,0
1968,1,1,0,1,0,0,0
1970,1,0,0,0,0,0,0
1972,1,1,0,1,0,0,0
1974,0,0,0,0,0,0,0
1976,2,2,2,0,0,0,0
1978,1,1,1,0,0,0,0
1980,0,1,1,1,0,0,0
1982,1,1,1,0,0,0,0
1984,1,1,1,0,0,0,0
1986,1,1,1,0,0,0,0
1988,1,1,1,0,0,0,0
2010,1,1,0,1,0,0,0
2012,1,1,0,1,0,0,0
2014,4,4,4,0,0,0,0
2016,1,1,1,0,0,0,0
2018,1,1,1,0,0,0,0
2020,0,1,0,0,0,0,0
2022,0,1,1,1,0,0,0
2024,0,1,1,1,0,0,0
2026,1,1,1,0,0,0,0
2028,1,1,1,0,0,0,0
2030,1,1,1,0,0,0,0
2032,1,1,0,1,0,0,0
2034,0,0,0,1,0,0,0
2036,1,1,1,0,0,0,0
2038,0,1,1,1,0,0,0
2040,1,1,1,0,0,0,0
2042,1,1,1,0,0,0,0
2044,0,1,1,1,0,0,0
2046,1,1,1,0,0,0,0
2048,1,1,0,1,0,0,0
2050,0,0,0,1,0,0,0
2052,1,1,1,0,0,0,0
2054,1,1,0,1,0,0,0
2056,1,1,0,1,0,0,0
2058,0,0,0,1,0,0,0
2060,1,1,0,1,0,0,0
2712,1,0,0,1,0,0,0
2714,1,1,1,0,0,0,0
2716,0,0,1,0,0,0,0
2718,1,1,0,1,0,0,0
2720,1,1,0,1,0,0,0
2722,1,1,0,1,0,0,0
2724,1,1,0,1,0,0,0
2726,0,4,4,4,0,0,0
2728,1,1,1,0,0,0,0
2730,1,1,0,0,0,0,0
2732,1,0,0,1,0,0,0
2734,1,0,1,1,0,0,0
2736,1,1,1,0,0,0,0
2738,1,1,1,0,0,0,0
2740,0,1,1,1,0,0,0
2742,1,1,0,1,0,0,0
2744,4,4,4,0,0,0,0
2746,4,4,4,0,0,0,0
2748,1,1,0,1,0,0,0
2750,4,4,0,4,0,0,0
2752,4,4,0,4,0,0,0
2754,2,2,2,0,0,0,0
2756,1,1,1,0,0,0,0
2758,1,1,1,0,0,0,0
2760,1,0,0,0,0,0,0
2762,1,1,0,1,0,0,0
2764,1,1,0,1,0,0,0
2766,1,1,0,1,0,0,0
2768,1,1,1,0,0,0,0
2770,1,1,0,1,0,0,0
2772,1,1,1,0,0,0,0
2774,1,0,0,1,0,0,0
2776,1,0,1,1,0,0,0
2778,1,1,0,1,0,0,0
2780,1,1,0,1,0,0,0
2782,0,0,0,0,0,0,0
2784,0,0,0,1,0,0,0
2786,0,0,0,1,0,0,0
2788,0,1,1,1,0,0,0
2790,1,1,0,1,0,0,0
2792,1,1,0,1,0,0,0
2794,1,1,1,0,0,0,0
2796,0,1,1,1,0,0,0
2798,0,0,0,1,0,0,0
2800,6,6,0,6,0,0,0
2802,0,0,0,0,1,1,0
2804,1,0,1,1,0,0,0
2806,1,1,1,0,0,0,0
2808,1,1,1,0,0,0,0
2810,1,1,0,1,0,0,0
2812,1,1,0,1,0,0,0
2814,1,1,1,0,0,0,0
2816,4,4,0,4,0,0,0
2818,1,1,1,0,0,0,0
2820,1,1,0,1,0,0,0
2822,1,1,1,0,0,0,0
2824,4,4,4,0,0,0,0
2826,1,1,0,1,0,0,0
2828,1,1,1,0,0,0,0
2830,1,1,1,0,0,0,0
2832,1,1,1,0,0,0,0
2834,6,6,0,0,0,0,0
2836,1,1,1,0,0,0,0
2838,1,1,1,0,0,0,0
2840,0,0,0,1,0,0,0
2842,0,0,0,1,0,0,0
2844,1,1,1,0,0,0,0
2846,1,1,1,0,0,0,0
2848,0,1,1,1,0,0,0
2850,1,1,0,0,0,0,0
2852,0,1,1,1,0,0,0
2854,0,1,1,1,0,0,0
2856,0,1,1,1,0,0,0
2858,1,1,1,0,0,0,0
2860,0,1,0,0,0,0,0
2862,0,6,6,6,0,0,0
2864,1,1,0,1,0,0,0
2866,0,1,1,0,0,0,0
2868,3,3,3,0,0,0,0
2870,0,1,1,1,0,0,0
2872,1,1,1,0,0,0,0
2874,1,1,1,0,0,0,0
2876,1,1,1,0,0,0,0
2878,1,1,1,0,0,0,0
2880,1,1,1,0,0,0,0
2882,1,1,1,0,0,0,0
2884,1,1,1,0,0,0,0
2886,1,1,0,1,0,0,0
2888,0,1,1,1,0,0,0
2890,0,0,0,1,0,0,0
2892,0,0,0,0,0,0,0
2894,1,1,1,0,0,0,0
2896,1,1,0,1,0,0,0
2898,1,0,1,1,0,0,0
2900,1,1,0,1,0,0,0
2902,0,1,0,1,0,0,0
2904,0,1,1,1,0,0,0
2906,1,1,0,1,0,0,0
2908,1,1,1,0,0,0,0
2910,1,1,0,1,0,0,0
2912,0,0,0,1,0,0,0
2914,1,1,1,0,0,0,0
2916,1,1,0,1,0,0,0
5438,1,1,0,1,0,0,0
5440,2,2,2,0,0,0,0
5442,0,0,0,1,0,0,0
5444,0,0,0,1,0,0,0
5446,1,0,0,1,1,0,0
5448,1,1,0,1,0,0,0
5450,0,0,0,1,0,0,0
5452,0,0,0,0,0,0,0
5454,0,0,0,1,0,0,0
5456,1,1,0,1,0,0,0
5458,0,1,1,1,0,0,0
5460,1,1,0,1,0,0,0
5536,1,1,1,0,0,0,0
5538,0,0,0,1,0,0,0
5540,1,1,1,0,0,0,0
5542,1,1,1,0,0,0,0
5544,0,4,4,4,0,0,0
5546,1,1,0,1,0,0,0
5548,1,1,0,1,0,0,0
5550,0,1,1,1,0,0,0
5552,1,1,1,0,0,0,0
5554,0,1,1,1,0,0,0
5556,0,1,0,1,0,0,0
5558,0,1,1,1,0,0,0
5560,1,0,0,1,0,0,0
5562,0,0,0,1,0,0,0
5564,1,1,0,1,0,0,0
5566,1,1,1,0,0,0,0
5568,1,1,1,0,0,0,0
5570,4,4,0,1,0,0,0
5572,0,1,1,1,0,0,0
5574,1,1,1,0,0,0,0
5576,0,0,0,1,0,0,0
5578,0,1,1,1,0,0,0
5580,1,1,1,0,0,0,0
5582,1,0,1,1,0,0,0
5584,1,1,0,1,0,0,0
5586,1,1,1,0,0,0,0
5588,0,0,0,1,0,0,0
5590,4,4,0,4,0,0,0
5592,1,1,1,0,0,0,0
5594,1,0,1,1,0,0,0
5596,0,0,0,0,0,0,0
5598,0,0,0,0,0,0,0
5982,1,0,0,0,0,0,0
5984,2,0,2,2,0,0,0
5986,2,0,2,2,0,0,0
13366,0,0,0,4,0,0,0
13368,1,0,0,0,0,0,0
13370,1,0,0,0,0,0,0
13372,1,1,0,1,0,0,0
13374,0,2,2,2,0,0,0
13376,0,1,1,1,0,0,0
13378,1,1,1,0,0,0,0
13380,0,1,1,1,0,0,0
13382,1,1,1,0,0,0,0
13384,6,6,6,0,0,0,0
13386,0,1,0,1,0,0,0
13388,1,1,1,0,0,0,0
13390,1,1,1,0,0,0,0
13392,0,1,1,1,0,0,0
13394,1,1,1,0,0,0,0
13396,1,1,0,1,0,0,0
13398,1,1,1,0,0,0,0
13400,0,1,1,1,0,0,0
13402,1,1,1,0,0,0,0
13404,0,1,0,0,0,0,0
13406,1,1,0,1,0,0,0
13408,1,1,1,0,0,0,0
13410,1,0,1,1,0,0,0
13412,0,6,6,6,0,0,0
13414,1,1,0,1,0,0,0
13416,1,0,1,1,0,0,0
13418,1,1,1,0,0,0,0
13420,1,0,0,0,0,0,0
13422,4,4,4,0,0,0,0
13424,1,0,1,1,0,0,0
13426,1,1,0,1,0,0,0
13428,7,7,7,7,7,7,7
13430,2,2,0,0,0,0,0
13432,1,5,0,1,0,0,0
13434,0,1,1,1,0,0,0
13436,1,1,0,1,0,0,0
13438,1,1,0,1,0,0,0
13440,0,1,1,1,0,0,0
13442,1,1,0,1,0,0,0
13444,2,2,0,2,0,0,0
13446,1,0,1,1,0,0,0
13448,1,1,1,0,0,0,0
13450,1,1,1,0,0,0,0
13452,1,1,1,0,0,0,0
13454,7,7,7,7,7,7,7
13456,7,7,7,7,7,7,7
13458,7,7,7,7,7,7,7
13460,0,1,0,0,0,0,0
13462,1,1,0,1,0,0,0
13464,0,1,0,0,0,0,0
13466,0,0,0,1,0,0,0
13468,1,1,0,1,0,0,0
13470,1,1,0,1,0,0,0
13472,1,1,1,0,0,0,0
13474,1,1,1,0,0,0,0
13476,1,1,0,1,0,0,0
13478,1,1,0,1,0,0,0
13480,1,0,1,1,0,0,0
13482,1,1,1,0,0,0,0
13484,1,1,1,0,0,0,0
13486,0,1,1,1,0,0,0
13488,1,1,0,1,0,0,0
13490,1,1,1,0,0,0,0
13492,1,1,1,0,0,0,0
13494,1,1,1,0,0,0,0
13496,0,0,0,1,0,0,0
13498,1,1,0,1,0,0,0
13500,4,4,0,1,0,0,0
13502,0,0,1,0,0,0,0
13504,0,1,1,1,0,0,0
13506,0,0,0,1,0,0,0
13508,1,1,0,1,0,0,0
13510,6,6,0,6,0,0,0
13512,1,1,0,1,0,0,0
13514,0,1,1,1,0,0,0
13516,1,1,0,1,0,0,0
13518,1,1,0,1,0,0,0
13520,4,4,0,4,0,0,0
13522,1,1,1,0,0,0,0
13524,1,1,0,1,0,0,0
13526,0,1,1,1,0,0,0
13528,1,1,0,1,0,0,0
13530,1,1,1,0,0,0,0
13532,1,1,1,0,0,0,0
13534,1,1,0,1,0,0,0
13536,0,1,1,1,0,0,0
13538,1,1,0,1,0,0,0
13540,1,1,1,0,0,0,0
13542,4,4,0,1,0,0,0
13544,1,1,1,0,0,0,0
13546,0,0,0,1,0,0,0
13548,1,1,0,1,0,0,0
13550,0,1,1,0,1,0,0
13552,1,1,0,1,0,0,0
13554,1,1,0,1,0,0,0
13556,4,0,4,4,0,0,0
13558,1,1,0,1,0,0,0
13560,6,6,0,6,0,0,0
13562,0,0,0,1,0,0,0
13564,0,0,0,1,0,0,0
13566,1,1,0,1,0,0,0
13568,1,0,0,0,0,0,0
13570,1,0,1,1,0,0,0
13572,1,0,0,0,0,0,0
13574,1,0,0,0,0,0,0
13576,1,1,0,1,0,0,0
13578,1,1,0,1,0,0,0
13580,0,1,0,1,0,0,0
13582,0,1,0,0,0,0,0
13584,1,1,1,0,0,0,0
13586,0,0,0,1,0,0,0
13588,1,1,1,0,0,0,0
13590,1,1,0,1,0,0,0
13592,0,1,1,1,0,0,0
13594,0,0,2,0,0,0,0
13596,1,1,1,0,0,0,0
13598,0,1,0,0,0,0,0
13600,0,1,1,1,0,0,0
13602,1,1,1,0,0,0,0
13604,1,1,1,0,0,0,0
13606,1,1,1,0,0,0,0
13608,0,0,0,1,0,0,0
13610,1,1,0,1,0,0,0
13612,1,1,0,1,0,0,0
13614,1,1,0,1,0,0,0
13616,1,1,0,1,0,0,0
13618,1,1,1,0,0,0,0
13620,0,0,0,1,0,0,0
13622,1,1,1,0,0,0,0
13624,1,1,1,0,0,0,0
13626,0,1,1,1,0,0,0
13628,1,1,0,1,0,0,0
13630,0,1,1,1,0,0,0
13632,1,0,1,1,0,0,0
13634,1,1,0,1,0,0,0
13636,1,1,0,1,0,0,0
13638,0,1,0,0,0,0,0
13640,4,1,1,0,0,0,0
31234,1,1,1,0,0,0,0
31236,6,6,6,0,0,0,0
31238,1,1,1,0,0,0,0
31240,0,0,0,1,0,0,0
31242,1,1,0,1,0,0,0
31244,0,0,0,0,0,0,0
31246,5,1,2,0,0,0,0
31248,0,1,1,1,0,0,0
31250,3,0,0,0,0,0,0
31252,1,1,1,0,0,0,0
31254,0,0,0,1,0,0,0
31256,2,2,0,2,0,0,0
31258,1,0,1,1,0,0,0
31260,0,0,0,1,0,0,0
31262,0,0,0,0,0,0,0
31264,1,0,1,1,0,0,0
31266,0,0,0,1,0,0,0
31268,2,2,2,0,0,0,0
31270,1,0,0,1,0,0,0
31272,1,0,1,1,0,0,0
31274,1,0,1,1,0,0,0
31276,0,0,0,1,0,0,0
31278,1,1,0,1,0,0,0
31280,0,0,0,1,0,0,0
31282,1,0,0,1,0,0,0
31284,0,0,0,1,0,0,0
31286,0,0,0,0,0,0,0
31288,1,1,1,0,0,0,0
31290,1,1,0,1,0,0,0
31292,1,1,1,0,0,0,0
31294,1,1,0,1,0,0,0
31296,0,1,1,1,0,0,0
31298,4,4,4,0,0,0,0
31300,1,1,0,1,0,0,0
31302,1,1,1,0,0,0,0
31304,1,1,0,1,0,0,0
31306,1,1,0,1,0,0,0
31308,1,1,0,1,0,0,0
31310,1,0,1,1,0,0,0
31312,1,1,1,0,0,0,0
31314,1,1,0,1,0,0,0
31316,1,0,0,1,0,0,0
31318,1,1,1,0,0,0,0
31320,1,1,0,1,0,0,0
31322,5,4,0,4,0,0,0
31324,0,4,4,4,0,0,0
31326,1,1,0,1,0,0,0
31328,1,1,1,0,0,0,0
31330,0,1,0,0,1,0,0
31332,0,0,0,1,0,0,0
31334,1,1,0,0,0,0,0
31336,0,0,0,1,0,0,0
31338,1,0,0,1,0,0,0
31340,0,0,0,1,0,0,0
31342,0,1,1,1,0,0,0
31344,1,1,0,0,0,0,0
31346,1,1,1,0,0,0,0
31348,1,0,1,1,0,0,0
31350,6,6,0,6,0,0,0
31352,0,1,0,1,0,0,0
31354,0,0,0,1,0,0,0
31356,0,0,0,1,0,0,0
31358,1,1,0,1,0,0,0
31360,0,0,0,1,0,0,0
31362,0,0,0,1,0,0,0
31364,1,1,1,0,0,0,0
31366,0,0,1,1,0,0,0
31368,1,1,0,1,0,0,0
31370,2,2,0,2,0,0,0
31372,0,0,0,1,0,0,0
31374,1,0,1,1,0,0,0
31376,1,1,5,1,0,0,0
31378,1,1,0,1,0,0,0
31380,0,0,0,1,0,0,0
31382,1,1,0,1,0,0,0
31384,1,1,0,1,0,0,0
31386,0,2,0,2,2,0,0
31388,0,0,0,1,1,1,0
31390,1,1,0,1,0,0,0
31392,5,5,0,5,0,0,0
31394,0,0,0,1,1,1,0
31396,1,1,1,0,0,0,0
31398,1,1,1,0,0,0,0
31400,2,2,0,2,0,0,0
31402,1,1,0,1,0,0,0
31404,0,0,0,1,0,0,0
31406,0,1,0,0,0,0,0
31408,0,1,1,1,0,0,0
31410,1,1,0,1,0,0,0
31412,4,4,0,4,0,0,0
31414,1,1,1,0,0,0,0
31416,1,1,1,0,0,0,0
31418,1,1,1,0,0,0,0
31420,1,0,1,1,0,0,0
31422,1,1,0,1,0,0,0
31424,0,1,0,0,0,0,0
31426,2,0,2,2,0,0,0
31428,0,0,0,1,0,0,0
31430,1,1,0,0,0,0,0
31432,1,1,1,0,0,0,0
31434,1,0,1,1,0,0,0
31436,2,0,2,2,0,0,0
31438,1,0,1,1,0,0,0
31440,0,0,0,1,0,0,0
31442,1,1,0,1,0,0,0
31444,1,0,1,1,0,0,0
31446,1,1,1,0,0,0,0
31448,1,1,1,0,0,0,0
31450,1,1,1,0,0,0,0
31452,1,0,1,1,0,0,0
31454,0,0,0,1,0,0,0
31456,0,0,0,1,0,0,0
31458,1,1,1,0,0,0,0
31460,0,0,0,1,0,0,0
31462,1,1,1,0,0,0,0
31464,1,1,1,0,0,0,0
31466,1,1,1,0,0,0,0
31468,0,0,0,1,0,0,0
31470,1,1,4,0,0,0,0
31472,0,0,0,1,0,0,0
31474,0,1,1,0,0,0,0
31476,1,6,1,0,0,0,0
31478,1,0,1,1,0,0,0
31480,2,2,0,2,0,0,0
31482,1,5,0,1,0,0,0
31484,1,1,1,0,0,0,0
31486,0,1,0,0,0,0,0
31488,1,1,1,0,0,0,0
31490,1,0,0,0,0,0,0
31492,1,1,1,0,0,0,0
31494,1,0,1,0,1,0,0
31496,1,5,0,1,0,0,0
31498,1,0,0,0,0,0,0
31500,1,1,1,0,0,0,0
31502,2,2,2,0,0,0,0
31504,1,1,2,0,0,0,0
31506,1,1,1,0,0,0,0
31508,1,1,1,0,0,0,0
31510,1,1,1,0,0,0,0
31512,1,0,1,1,0,0,0
31514,1,1,1,0,0,0,0
31516,0,0,0,1,0,0,0
31518,1,0,0,1,0,0,0
31520,1,1,1,0,0,0,0
32000,1,1,1,0,0,0,0
32002,1,0,1,1,0,0,0
32004,0,0,0,0,0,0,0
32006,1,1,1,0,0,0,0
32008,4,4,0,4,0,0,0
32010,1,1,0,1,0,0,0
32012,0,1,1,1,0,0,0
32014,0,0,0,0,0,0,0
32016,1,1,1,0,0,0,0
32018,2,2,2,0,0,0,0
32020,0,0,0,1,0,0,0
32022,1,1,1,0,0,0,0
32024,1,1,1,0,0,0,0
32026,1,0,0,1,1,0,0
32028,1,4,0,4,0,0,0
32030,1,1,1,0,0,0,0
32032,1,1,0,1,0,0,0
32034,1,0,1,1,0,0,0
32036,0,0,0,1,0,0,0
32038,1,1,1,0,0,0,0
32040,1,6,1,0,0,0,0
32042,0,0,0,0,0,0,0
32044,0,0,0,1,0,0,0
32046,1,1,0,1,0,0,0
32048,1,1,1,0,0,0,0
32050,1,0,0,0,0,0,0
32052,0,0,0,5,0,0,0
32054,0,0,0,0,0,0,0
32056,0,1,1,1,0,0,0
32058,1,1,1,0,0,0,0
32060,1,1,1,0,0,0,0
32062,0,1,1,0,0,0,0
32064,4,4,0,4,0,0,0
32066,1,0,0,0,0,0,0
32068,1,0,1,1,0,0,0
32070,0,1,1,1,0,0,0
32072,0,1,1,0,0,0,0
32074,0,1,1,1,0,0,0
32076,1,1,0,1,0,0,0
32078,1,1,0,1,0,0,0
32080,1,1,0,1,0,0,0
32082,1,1,0,1,0,0,0
32084,1,0,1,1,0,0,0
32086,0,1,1,1,0,0,0
32088,1,1,1,0,0,0,0
32090,1,1,1,0,0,0,0
32092,1,1,1,0,0,0,0
32094,1,1,0,1,0,0,0
32096,1,1,1,0,0,0,0
32098,1,0,1,1,0,0,0
32100,1,1,0,1,0,0,0
32102,0,0,0,1,0,0,0
32104,0,1,0,6,0,0,0
32106,0,1,1,1,0,0,0
32108,1,1,0,1,0,0,0
32110,0,0,0,1,0,0,0
32112,1,0,0,1,0,0,0
32114,0,0,0,1,0,0,0
32116,0,0,0,1,0,0,0
32118,1,0,1,1,0,0,0
32120,0,1,0,0,0,0,0
32122,1,1,1,0,0,0,0
32124,5,5,4,0,0,0,0
32126,1,0,0,1,0,0,0
32128,4,0,4,1,0,0,0
32130,1,0,0,1,0,0,0
32132,1,1,0,1,0,0,0
32134,1,1,1,0,0,0,0
32136,1,0,1,1,0,0,0
32138,1,1,0,1,0,0,0
32140,1,1,0,1,0,0,0
32142,1,0,0,0,0,0,0
32144,0,0,0,0,0,0,0
32146,1,1,1,0,0,0,0
32148,4,4,4,0,0,0,0
32150,1,1,1,0,0,0,0
32152,1,1,1,0,0,0,0
32154,1,1,0,1,0,0,0
32156,1,1,0,0,0,0,0
32158,4,4,0,4,0,0,0
32160,1,1,1,0,0,0,0
32162,1,1,1,0,0,0,0
32164,1,0,0,1,0,0,0
32166,1,1,0,1,0,0,0
32168,1,0,0,0,1,0,0
32170,4,4,0,4,0,0,0
32172,0,0,0,1,0,0,0
32174,1,1,0,1,0,0,0
32176,1,1,0,1,0,0,0
32178,0,1,1,1,0,0,0
32180,1,1,0,1,0,0,0
32182,1,1,0,1,0,0,0
32184,1,1,1,0,0,0,0
32186,1,1,0,1,0,0,0
32188,1,1,0,0,0,0,0
32190,1,1,1,0,0,0,0
32192,1,1,0,1,0,0,0
32194,1,1,1,0,0,0,0
33912,0,1,0,0,0,0,0
33914,1,1,1,0,0,0,0
33916,0,0,0,1,0,0,0
34678,1,0,0,1,0,0,0
34680,1,1,0,1,0,0,0
34682,1,0,1,1,0,0,0
34684,0,0,0,2,0,0,0
34686,2,2,0,0,0,0,0
34688,1,0,0,1,0,0,0
34690,1,0,1,1,0,0,0
34692,1,1,0,1,0,0,0
34694,1,1,1,0,0,0,0
34716,0,1,1,1,0,0,0
34718,1,1,0,1,0,0,0
34720,1,0,0,1,0,0,0
34722,1,0,0,1,0,0,0
34724,1,1,1,0,0,0,0
34726,1,0,0,1,0,0,0
34728,1,0,1,1,0,0,0
34730,1,0,0,1,0,0,0
34732,0,0,1,1,0,0,0
34734,1,1,0,6,0,0,0
34736,1,1,1,0,0,0,0
34738,1,1,1,0,0,0,0
34740,0,0,0,1,0,0,0
34742,1,1,1,0,0,0,0
34744,1,1,1,0,0,0,0
34746,1,1,1,0,0,0,0
34748,1,0,1,1,0,0,0
34750,1,1,1,0,0,0,0
34752,1,1,1,0,0,0,0
34754,0,1,1,0,0,0,0
34756,1,1,1,0,0,0,0
34758,1,1,0,1,0,0,0
34760,1,0,0,1,0,0,0
34762,4,4,0,0,0,0,0
34764,1,0,1,1,0,0,0
34766,1,1,0,1,0,0,0
34768,1,0,0,0,0,0,0
34770,4,0,4,4,0,0,0
34772,1,1,0,1,0,0,0
34774,0,2,0,0,0,0,0
34776,0,1,1,1,0,0,0
34778,1,1,0,1,0,0,0
34780,1,0,1,1,0,0,0
34782,4,4,0,1,0,0,0
34784,1,0,1,1,0,0,0
34786,0,0,0,1,0,0,0
34788,0,0,0,1,0,0,0
34790,1,1,0,1,0,0,0
34792,1,0,1,1,0,0,0
34794,1,0,1,0,0,0,0
34796,0,0,0,4,0,0,0
