JPGNumber,Race 0 Bubble 0,Race 0 Bubble 1,Race 0 Bubble 2,Race 0 Bubble 3,Race 0 Bubble 4,Race 0 Bubble 5,Race 0 Bubble 6
3135,1,1,0,1,0,0,0
3137,0,1,0,0,0,0,0
3139,0,0,0,0,0,0,0
3141,0,1,1,0,0,0,0
3143,0,0,0,0,0,0,0
3145,0,0,0,0,0,0,0
3147,0,0,1,0,0,0,0
3149,1,0,1,1,0,0,0
3151,0,1,1,1,0,0,0
3153,4,4,4,0,0,0,0
3155,4,4,0,4,0,0,0
3157,0,0,0,0,0,0,0
3159,0,0,0,0,0,0,0
3161,1,1,0,1,0,0,0
3163,0,0,0,0,0,0,0
3165,0,0,0,0,0,0,0
3167,0,0,0,0,0,0,0
3169,0,0,0,0,0,0,0
3171,0,0,0,0,0,0,0
3173,1,0,0,0,0,0,0
3175,1,0,0,0,0,0,0
3177,0,0,0,0,0,0,0
3179,0,0,0,0,0,0,0
3181,1,1,0,1,0,0,0
3183,0,0,4,0,0,0,0
3185,1,0,1,1,0,0,0
3187,1,0,1,1,0,0,0
3189,1,1,0,1,0,0,0
3191,1,1,0,1,0,0,0
3193,0,0,1,0,0,0,0
3195,6,6,0,6,0,0,0
3197,0,0,1,0,0,0,0
3199,0,0,0,0,0,0,0
3201,1,1,1,0,0,0,0
3203,1,1,1,0,0,0,0
3205,0,1,0,0,0,0,0
3207,1,0,1,0,0,0,0
3209,1,1,1,0,0,0,0
3211,0,0,0,0,0,0,0
3213,0,0,0,0,0,0,0
3215,4,4,0,4,0,0,0
3217,1,1,1,0,0,0,0
3219,0,0,1,0,0,0,0
3221,0,0,0,0,0,0,0
3223,0,0,1,0,0,0,0
3225,0,0,0,0,0,0,0
4279,1,1,1,6,0,0,0
4281,0,0,0,0,0,0,0
4283,0,4,4,0,4,0,0
4285,0,1,1,0,0,0,0
4287,2,2,0,2,0,0,0
4289,1,1,1,0,0,0,0
4291,1,1,1,0,0,0,0
4293,1,1,1,0,0,0,0
4295,0,0,0,0,0,0,0
4297,0,0,0,0,0,0,0
4299,1,1,1,0,0,0,0
4301,1,1,1,0,0,0,0
4303,0,1,1,1,0,0,0
4305,1,0,0,0,0,0,0
4307,1,0,0,0,0,0,0
4309,0,0,1,0,0,0,0
4311,0,1,1,0,0,0,0
4313,1,0,1,0,0,0,0
4315,1,1,1,0,0,0,0
4317,0,0,0,0,0,0,0
4319,0,0,0,0,0,0,0
4321,1,1,0,1,0,0,0
4323,0,0,0,0,0,0,0
4325,1,1,0,1,0,0,0
4327,1,1,0,1,0,0,0
4329,0,0,0,0,0,0,0
4331,0,0,0,0,0,0,0
4333,0,0,0,0,0,0,0
4335,1,0,0,0,0,0,0
4337,1,0,0,0,0,0,0
4339,0,1,1,1,0,0,0
4341,1,1,1,0,0,0,0
4343,0,0,0,0,0,0,0
4345,7,7,7,7,7,7,7
4347,7,7,7,7,7,7,7
4453,1,1,1,0,0,0,0
4455,4,4,0,4,0,0,0
4457,1,1,0,1,0,0,0
4459,2,2,0,2,0,0,0
4461,0,0,0,1,0,0,0
4463,1,1,0,1,0,0,0
4465,0,0,0,0,0,0,0
4467,1,0,1,0,0,0,0
4469,1,0,1,1,0,0,0
4471,1,1,1,0,0,0,0
4473,0,0,0,0,0,0,0
4475,1,0,1,1,0,0,0
4477,0,1,1,1,0,0,0
4479,2,2,0,2,0,0,0
4481,1,1,1,0,0,0,0
4483,1,1,1,0,0,0,0
4485,0,0,0,0,0,0,0
4487,1,1,1,0,0,0,0
4489,1,1,1,0,0,0,0
4491,0,0,0,0,0,0,0
4493,4,4,4,0,0,0,0
4495,0,0,0,0,0,0,0
4497,1,1,1,0,0,0,0
4499,2,2,2,0,0,0,0
4501,0,1,0,0,0,0,0
4503,0,1,0,0,0,0,0
4505,0,0,1,0,0,0,0
4507,1,0,0,0,0,0,0
4509,0,0,0,0,0,0,0
4511,1,0,1,0,0,0,0
4513,4,0,4,4,0,0,0
4515,0,0,1,0,0,0,0
4517,0,0,0,0,0,0,0
4519,0,0,0,0,0,0,0
4521,1,1,0,1,0,0,0
4523,0,0,2,0,0,0,0
4525,0,1,1,0,0,0,0
4527,1,0,0,0,0,0,0
4529,4,0,4,4,0,0,0
4531,0,0,0,0,0,0,0
4533,0,0,1,0,0,0,0
4535,1,1,0,1,0,0,0
4537,0,0,0,0,0,0,0
4539,0,0,0,0,0,0,0
4541,0,0,0,0,0,0,0
4543,1,1,0,1,0,0,0
4545,1,1,1,0,0,0,0
4547,1,1,1,0,0,0,0
4549,1,1,0,1,0,0,0
4551,1,1,0,1,0,0,0
4553,1,0,1,1,0,0,0
4555,0,0,0,0,0,0,0
4557,1,0,0,0,0,0,0
4559,1,0,1,1,0,0,0
4561,0,1,1,1,0,0,0
4563,0,0,0,0,0,0,0
4565,1,0,1,1,0,0,0
4567,0,0,0,1,0,0,0
4569,0,0,0,0,0,0,0
4571,1,0,0,0,0,0,0
5409,1,1,1,0,0,0,0
5411,1,1,1,0,0,0,0
5413,0,0,0,0,0,0,0
5415,1,1,1,0,0,0,0
5417,1,1,0,1,0,0,0
5419,1,1,0,1,0,0,0
5421,0,1,1,1,0,0,0
5423,0,0,0,0,0,0,0
5425,0,0,0,0,0,0,0
5427,0,1,0,0,0,0,0
5437,0,1,1,1,0,0,0
5439,0,0,0,0,0,0,0
5441,0,0,1,0,0,0,0
5443,0,0,1,0,0,0,0
5445,0,0,0,0,0,0,0
6005,0,0,0,0,0,0,0
6007,1,1,0,1,0,0,0
6009,1,1,0,1,0,0,0
6011,1,1,0,1,0,0,0
6013,1,0,1,1,0,0,0
6015,0,0,0,0,0,0,0
6017,1,1,1,0,0,0,0
6019,1,1,1,0,0,0,0
6021,4,4,0,0,0,0,0
6023,1,0,0,0,0,0,0
6025,0,1,0,0,0,0,0
6027,0,1,1,0,0,0,0
6029,1,1,0,1,0,0,0
6031,1,1,0,1,0,0,0
6033,0,0,0,0,0,0,0
6035,1,0,1,0,0,0,0
6037,1,1,0,1,0,0,0
6039,0,0,0,0,0,0,0
6041,1,0,1,1,0,0,0
6043,0,1,1,1,0,0,0
6045,0,1,1,1,0,0,0
6047,1,1,1,0,0,0,0
6049,0,0,1,0,0,0,0
6051,6,6,0,6,0,0,0
6053,1,1,1,0,0,0,0
6055,1,1,0,1,0,0,0
6057,0,0,0,0,0,0,0
6059,0,0,0,0,0,0,0
6061,1,1,0,1,0,0,0
6063,1,1,0,1,0,0,0
6065,1,1,0,1,0,0,0
6067,0,0,0,0,0,0,0
6069,1,1,1,0,0,0,0
6071,0,0,0,0,0,0,0
6073,1,0,0,0,0,0,0
6075,0,1,1,1,0,0,0
6077,0,0,4,0,0,0,0
6079,2,2,2,0,0,0,0
6081,1,0,0,1,0,0,0
6083,1,0,0,1,0,0,0
6085,1,1,1,0,0,0,0
6087,0,0,5,0,0,0,0
6089,1,1,1,0,0,0,0
6091,1,1,1,0,0,0,0
6093,1,1,1,0,0,0,0
6095,1,1,1,0,0,0,0
6097,4,0,4,4,0,0,0
6099,0,4,4,4,0,0,0
6101,0,0,0,0,0,0,0
6103,1,1,1,0,0,0,0
6105,4,0,4,4,0,0,0
6107,1,1,0,0,1,0,0
6109,4,0,4,0,0,0,0
6111,1,1,1,0,0,0,0
6113,1,1,1,0,0,0,0
6115,0,0,1,0,0,0,0
6117,1,1,1,0,0,0,0
6119,0,0,0,1,0,0,0
6121,4,4,4,0,0,0,0
6123,1,1,1,0,0,0,0
6125,0,1,1,1,0,0,0
6127,0,1,1,1,0,0,0
6129,1,0,1,1,0,0,0
6131,1,1,0,1,0,0,0
6133,1,1,0,1,0,0,0
6135,1,0,1,1,0,0,0
6137,1,1,0,1,0,0,0
6139,1,1,1,0,0,0,0
6141,1,1,0,1,0,0,0
6143,1,1,0,1,0,0,0
6145,1,1,0,1,0,0,0
6147,1,1,1,0,0,0,0
6149,1,0,1,1,0,0,0
6151,5,5,5,0,0,0,0
6153,0,0,1,0,0,0,0
6155,1,1,0,1,0,0,0
6157,1,1,0,1,0,0,0
6159,1,1,0,1,0,0,0
6161,1,0,1,1,0,0,0
6163,1,1,1,0,0,0,0
6165,4,4,4,0,0,0,0
6167,0,0,1,1,0,0,0
6169,1,0,1,1,0,0,0
6171,1,1,1,0,0,0,0
6173,1,0,1,1,0,0,0
6175,1,1,1,0,0,0,0
6177,1,0,1,0,0,0,0
6179,0,0,0,0,0,0,0
6181,1,1,1,0,0,0,0
6183,0,0,0,0,0,0,0
6185,0,0,1,0,0,0,0
6187,1,1,0,1,0,0,0
6189,1,1,1,0,0,0,0
6191,1,0,1,1,0,0,0
6193,1,1,1,0,0,0,0
6195,1,1,1,0,0,0,0
6197,1,1,1,0,0,0,0
6199,0,0,1,0,0,0,0
6201,0,0,1,0,0,0,0
6203,0,0,0,0,0,0,0
6205,1,1,0,1,0,0,0
6207,0,0,0,0,0,0,0
6209,1,1,0,1,0,0,0
6211,1,1,1,0,0,0,0
6213,1,0,1,1,0,0,0
6215,1,1,1,0,0,0,0
6217,4,4,4,0,0,0,0
6219,1,0,1,1,0,0,0
6221,1,1,0,0,1,0,0
6223,0,0,1,0,0,0,0
6225,0,1,1,1,0,0,0
6227,1,0,0,0,0,0,0
6229,1,1,0,1,0,0,0
6231,1,1,0,1,0,0,0
6233,1,1,0,1,0,0,0
6235,1,0,1,1,0,0,0
6237,0,0,1,0,0,0,0
6239,0,0,1,0,0,0,0
6241,0,0,0,0,4,0,0
6243,0,1,0,0,0,0,0
6245,0,0,0,0,0,0,0
6247,0,0,0,0,0,0,0
6249,2,2,0,2,0,0,0
6251,0,1,1,1,0,0,0
6253,1,1,0,1,0,0,0
6255,1,0,1,1,0,0,0
6257,0,0,1,0,0,0,0
6259,1,1,0,1,0,0,0
6261,1,1,0,1,0,0,0
6263,1,1,0,1,0,0,0
6265,1,1,0,1,0,0,0
6267,1,1,0,1,0,0,0
6269,1,0,0,1,0,0,0
6271,0,0,1,0,0,0,0
6273,0,0,0,0,0,0,0
6275,1,0,1,1,0,0,0
6277,1,1,0,1,0,0,0
6279,1,0,1,1,0,0,0
6281,0,0,0,4,0,0,0
6283,1,1,0,1,0,0,0
6285,1,1,0,1,0,0,0
6287,4,4,0,1,0,0,0
6289,1,0,1,1,0,0,0
6291,4,0,4,4,0,0,0
6293,1,0,1,1,0,0,0
6295,1,1,1,0,0,0,0
6297,1,1,1,0,0,0,0
6299,0,0,1,0,0,0,0
6301,0,0,0,1,0,0,0
6303,0,0,0,0,0,0,0
6305,1,1,1,0,0,0,0
6307,0,0,0,1,0,0,0
6309,2,2,0,2,0,0,0
6311,0,4,4,4,0,0,0
6313,1,1,0,1,0,0,0
6315,1,1,0,1,0,0,0
6317,4,4,0,4,0,0,0
6319,1,1,1,0,0,0,0
6321,1,1,0,1,0,0,0
6323,0,1,1,1,0,0,0
6325,0,1,1,1,0,0,0
6327,0,1,0,0,0,0,0
6329,0,0,1,0,0,0,0
6331,0,0,0,1,0,0,0
6333,0,0,0,0,0,0,0
6335,1,0,0,0,0,0,0
6337,0,0,0,0,0,0,0
6339,1,1,1,0,0,0,0
6341,1,1,1,0,0,0,0
6343,1,1,1,0,0,0,0
6345,1,1,1,0,0,0,0
6347,4,4,4,0,0,0,0
6349,0,1,0,1,0,0,0
6351,1,0,1,0,0,0,0
6353,1,1,0,1,0,0,0
6355,1,1,0,1,0,0,0
6357,0,0,1,1,1,0,0
6359,0,0,0,0,0,0,0
6361,0,0,1,0,0,0,0
6363,0,1,1,1,0,0,0
6365,0,1,0,0,0,0,0
6367,0,1,0,0,0,0,0
6369,0,0,0,0,0,0,0
6371,0,0,0,0,0,0,0
6373,1,1,0,1,0,0,0
6375,1,1,0,1,0,0,0
6377,0,0,0,0,0,0,0
6379,0,0,0,0,0,0,0
6381,0,0,0,0,0,0,0
6383,0,1,0,0,0,0,0
6385,1,1,0,1,0,0,0
6387,1,1,0,1,0,0,0
6389,0,0,0,0,0,0,0
6391,0,4,0,0,0,0,0
6393,0,0,0,0,0,0,0
6395,1,1,1,0,0,0,0
6397,0,0,0,0,0,0,0
6399,0,0,0,0,0,0,0
6401,1,1,1,0,0,0,0
6403,0,0,0,0,0,0,0
6405,1,1,1,0,0,0,0
6407,1,1,1,0,0,0,0
6409,0,0,0,0,0,0,0
6411,0,0,0,0,0,0,0
6413,1,1,1,0,0,0,0
6415,0,0,1,0,0,0,0
6417,0,0,1,0,0,0,0
6419,0,0,0,0,0,0,0
6421,0,0,0,0,0,0,0
6423,1,1,0,1,0,0,0
6425,1,0,1,1,0,0,0
6427,0,0,0,0,0,0,0
6429,0,1,0,0,0,0,0
6431,0,1,0,0,0,0,0
6433,1,1,0,1,0,0,0
6435,1,1,1,0,0,0,0
6437,0,0,1,0,0,0,0
6439,0,0,0,0,0,0,0
6441,1,1,1,0,0,0,0
6443,0,0,0,0,0,0,0
6445,0,1,1,1,0,0,0
6447,1,0,1,1,0,0,0
6449,1,1,1,0,0,0,0
6451,0,1,1,0,0,0,0
6453,0,0,1,0,0,0,0
6455,1,1,1,0,0,0,0
6457,0,1,1,1,0,0,0
6459,1,1,1,0,0,0,0
6461,1,1,1,0,0,0,0
6463,1,1,1,0,0,0,0
6465,0,0,1,0,0,0,0
6467,1,1,1,0,0,0,0
6469,0,0,1,0,0,0,0
6471,0,0,0,0,0,0,0
6473,0,0,0,0,0,0,0
6475,1,1,0,1,0,0,0
6477,1,1,1,0,0,0,0
6479,1,1,1,0,0,0,0
6481,0,0,0,0,0,0,0
6483,0,0,0,0,0,0,0
6485,0,0,1,0,0,0,0
6487,0,0,4,4,0,0,0
6489,0,0,0,1,0,0,0
6491,1,1,0,1,0,0,0
6493,1,1,0,1,0,0,0
6495,1,0,1,1,0,0,0
6497,1,1,1,0,0,0,0
6499,1,1,1,0,0,0,0
6501,0,0,0,0,0,0,0
6503,0,0,2,2,0,0,0
6505,0,1,0,0,0,0,0
6507,0,0,1,1,0,0,0
6509,0,0,0,0,0,0,0
6511,0,0,1,0,0,0,0
6513,1,0,1,1,0,0,0
6515,1,0,1,1,0,0,0
6517,1,1,1,0,0,0,0
6519,0,0,1,0,0,0,0
6521,1,1,0,1,0,0,0
6523,1,4,0,1,0,0,0
6525,1,1,0,1,0,0,0
6527,0,0,0,0,0,0,0
6529,0,0,1,0,0,0,0
6531,6,0,1,1,0,0,0
6533,1,1,0,1,0,0,0
6535,1,0,1,1,0,0,0
6537,0,0,0,0,0,0,0
6539,1,1,1,0,0,0,0
6541,1,1,0,1,0,0,0
6543,0,0,0,0,0,0,0
6545,0,2,2,2,0,0,0
6547,0,0,0,0,0,0,0
6549,0,0,0,0,0,0,0
6551,1,0,1,1,0,0,0
6553,1,0,0,0,0,0,0
6555,0,1,1,1,0,0,0
6557,1,1,0,1,0,0,0
6559,0,1,1,1,0,0,0
6561,0,0,1,0,0,0,0
6563,0,0,1,0,0,0,0
6565,0,0,0,0,0,0,0
6567,0,0,0,0,0,0,0
6569,0,0,0,0,0,0,0
6571,1,0,0,1,0,0,0
6573,0,0,1,0,0,0,0
6575,1,1,1,0,0,0,0
7279,0,0,0,0,0,0,0
7281,0,0,0,0,0,0,0
7283,0,1,0,0,0,0,0
7285,1,0,1,1,0,0,0
7287,1,1,0,1,0,0,0
7289,0,0,0,0,0,0,0
7291,4,4,0,4,0,0,0
7293,0,0,1,0,0,0,0
7295,0,0,0,0,0,0,0
7297,0,0,0,0,0,0,0
7299,0,0,0,0,0,0,0
7301,1,1,0,1,0,0,0
7303,3,3,3,0,0,0,0
7305,0,0,0,0,0,0,0
7307,0,0,0,0,0,0,0
7309,0,0,1,1,0,0,0
7311,0,0,0,0,0,0,0
7313,1,0,1,1,0,0,0
7315,1,1,1,0,0,0,0
7317,1,1,0,0,0,0,0
7319,1,1,0,1,0,0,0
7321,1,1,1,0,0,0,0
7323,1,1,0,1,0,0,0
7325,0,0,1,0,0,0,0
7327,1,1,0,1,0,0,0
7329,8,8,8,0,0,0,0
7331,0,0,0,1,0,0,0
7333,0,1,1,1,0,0,0
7335,0,1,1,1,0,0,0
7337,0,1,1,1,0,0,0
7339,0,1,1,1,0,0,0
8161,4,4,4,0,0,0,0
8163,1,1,0,1,0,0,0
8165,1,1,1,0,0,0,0
8167,0,0,0,0,0,0,0
8169,1,0,1,1,0,0,0
8171,0,0,0,0,0,0,0
8173,1,0,1,1,0,0,0
8175,0,0,1,0,0,0,0
8177,0,0,1,0,0,0,0
8179,2,2,2,0,0,0,0
8181,0,0,0,0,0,0,0
8183,0,0,0,0,0,0,0
8185,0,0,1,1,0,0,0
8187,1,0,0,1,1,0,0
8189,1,1,0,1,0,0,0
8191,0,1,1,1,0,0,0
8193,1,1,1,0,0,0,0
8195,0,0,0,0,0,0,0
8197,0,0,1,1,0,0,0
8199,1,1,1,0,0,0,0
8201,0,0,1,0,0,0,0
8203,0,4,4,4,0,0,0
8205,0,1,1,1,0,0,0
8207,4,0,4,0,0,0,0
8209,1,0,1,1,0,0,0
8211,1,1,1,0,0,0,0
8213,1,0,1,1,0,0,0
8215,0,0,0,0,0,0,0
8217,0,0,0,0,0,0,0
8219,0,0,0,0,0,0,0
8221,1,1,1,0,0,0,0
8223,4,4,4,0,0,0,0
8225,1,0,1,0,0,0,0
8227,1,1,0,1,0,0,0
8229,0,0,0,0,0,0,0
8231,1,1,1,0,0,0,0
8233,0,0,0,0,0,0,0
8235,1,1,0,1,0,0,0
8237,1,1,0,1,0,0,0
8239,1,1,1,0,0,0,0
8241,0,0,0,0,0,0,0
8243,6,0,6,0,0,0,0
8245,1,1,0,1,0,0,0
8247,1,0,1,1,0,0,0
8249,0,1,0,0,0,0,0
8251,1,0,0,0,0,0,0
8253,1,0,1,1,0,0,0
8255,1,1,0,1,0,0,0
8257,0,0,1,0,0,0,0
8259,1,1,1,0,0,0,0
8261,0,0,0,0,0,0,0
8263,0,0,0,0,0,0,0
8265,0,0,0,0,0,0,0
8267,0,0,0,0,0,0,0
8269,0,0,0,0,0,0,0
8271,1,1,1,0,0,0,0
8273,1,1,1,0,0,0,0
8275,0,0,0,0,0,0,0
8277,0,0,0,0,0,0,0
8279,1,1,1,0,0,0,0
8281,0,0,0,0,0,0,0
8283,1,1,0,1,0,0,0
8285,0,0,0,1,0,0,0
8287,1,1,1,0,0,0,0
8289,0,0,0,1,0,0,0
8291,1,1,0,1,0,0,0
8293,0,0,0,0,0,0,0
8295,1,0,1,1,0,0,0
8297,0,0,1,0,0,0,0
8299,0,1,1,1,0,0,0
8301,0,0,0,0,1,0,0
8303,1,1,1,0,0,0,0
8305,1,0,0,0,0,0,0
8307,0,0,0,0,0,0,0
8309,4,4,4,0,0,0,0
8311,0,0,0,0,0,0,0
8313,0,0,0,0,0,0,0
8315,1,1,0,1,0,0,0
8317,1,1,1,0,0,0,0
8319,0,0,0,0,0,0,0
8321,1,0,1,1,0,0,0
8323,0,0,0,0,0,0,0
8325,1,0,1,1,0,0,0
8327,1,0,1,1,0,0,0
8329,1,1,0,1,0,0,0
8331,0,0,0,0,0,0,0
8333,0,1,0,0,0,0,0
8335,1,0,0,0,0,0,0
8337,0,5,5,5,0,0,0
8339,0,0,0,0,0,0,0
8341,0,1,1,1,0,0,0
8343,2,2,2,0,0,0,0
8345,0,0,0,0,0,0,0
8347,0,0,1,0,0,0,0
8349,1,1,1,0,0,0,0
8351,1,0,0,0,0,0,0
8353,1,1,1,0,0,0,0
8355,1,0,1,1,0,0,0
8357,1,1,0,1,0,0,0
8359,1,0,1,0,0,0,0
8361,0,1,1,1,0,0,0
8363,0,0,4,0,0,0,0
8365,0,0,1,0,0,0,0
8367,0,0,0,0,0,0,0
8369,0,0,0,0,0,0,0
8371,1,1,1,0,0,0,0
8373,1,0,1,0,0,0,0
8375,1,1,1,0,0,0,0
8377,0,1,1,1,0,0,0
8379,0,0,0,0,0,0,0
8381,0,0,0,0,0,0,0
8383,1,1,0,1,0,0,0
8385,0,0,0,0,0,0,0
8387,4,0,4,4,0,0,0
8389,1,1,1,0,0,0,0
8391,1,1,1,0,0,0,0
8393,0,0,0,0,0,0,0
8395,1,1,1,0,0,0,0
8397,1,1,1,0,0,0,0
8399,0,0,0,0,0,0,0
8401,1,1,1,0,0,0,0
8403,1,0,1,1,0,0,0
8405,1,1,1,0,0,0,0
8407,1,0,1,1,0,0,0
8409,1,1,1,0,0,0,0
8411,0,0,0,0,0,0,0
8413,0,0,0,0,0,0,0
8415,1,1,1,0,0,0,0
8417,1,0,1,1,0,0,0
8419,1,0,0,0,0,0,0
8421,1,0,0,0,0,0,0
8423,1,0,1,1,0,0,0
8425,0,0,0,0,0,0,0
8427,0,0,0,0,0,0,0
8429,0,0,1,0,0,0,0
8431,0,1,1,1,0,0,0
8433,1,1,1,0,0,0,0
8435,0,0,0,0,0,0,0
8437,0,1,1,1,0,0,0
8439,1,1,0,1,0,0,0
8441,0,1,1,1,0,0,0
8443,0,0,0,0,0,0,0
8445,0,0,1,0,0,0,0
8447,0,0,0,0,0,0,0
8449,1,1,1,0,0,0,0
8451,1,1,1,0,0,0,0
8453,0,1,1,1,0,0,0
8455,1,1,1,0,0,0,0
8457,0,0,0,0,0,0,0
8459,0,0,1,0,0,0,0
8461,0,0,0,0,0,0,0
8463,1,1,1,0,0,0,0
8465,0,0,0,0,0,0,0
8467,0,0,4,0,0,0,0
8469,0,0,1,0,0,0,0
8471,1,0,0,0,0,0,0
8473,0,0,1,0,0,0,0
8475,0,0,0,0,0,0,0
8477,1,1,0,1,0,0,0
8479,0,0,1,0,0,0,0
8481,1,1,1,0,0,0,0
8483,0,1,1,1,0,0,0
8485,0,0,0,0,0,0,0
8487,0,1,1,1,0,0,0
8489,1,1,0,1,0,0,0
8491,1,1,0,1,0,0,0
8493,0,0,1,0,0,0,0
8495,0,0,0,0,0,0,0
8497,0,0,0,0,0,0,0
8499,3,3,0,3,0,0,0
8501,0,0,0,0,0,0,0
8503,0,0,0,0,0,0,0
8505,4,4,4,0,0,0,0
8507,1,1,0,1,0,0,0
8509,0,0,0,1,0,0,0
8511,1,0,1,1,0,0,0
8513,0,0,1,0,0,0,0
8515,8,8,8,0,0,0,0
8517,0,1,1,1,0,0,0
8519,0,0,0,1,0,0,0
