JPGNumber,Race 0 Bubble 0,Race 0 Bubble 1,Race 0 Bubble 2
6818,-1,-1,-1
6820,-1,-1,-1
6822,-1,-1,-1
6824,-1,-1,-1
6826,-1,-1,-1
6828,-1,-1,-1
6830,-1,-1,-1
6832,-1,-1,-1
6834,-1,-1,-1
6836,-1,-1,-1
6838,-1,-1,-1
6840,-1,-1,-1
6842,-1,-1,-1
6844,-1,-1,-1
6846,-1,-1,-1
6848,-1,-1,-1
6850,-1,-1,-1
6852,-1,-1,-1
6854,-1,-1,-1
6856,-1,-1,-1
6858,-1,-1,-1
6860,-1,-1,-1
6862,-1,-1,-1
6864,-1,-1,-1
6866,-1,-1,-1
6868,-1,-1,-1
6870,-1,-1,-1
6872,-1,-1,-1
6874,-1,-1,-1
6876,-1,-1,-1
6878,-1,-1,-1
6880,-1,-1,-1
6882,-1,-1,-1
6884,-1,-1,-1
6886,-1,-1,-1
6888,-1,-1,-1
6890,-1,-1,-1
6892,-1,-1,-1
7072,-1,-1,-1
7074,-1,-1,-1
7076,-1,-1,-1
7078,-1,-1,-1
7080,-1,-1,-1
7082,-1,-1,-1
7084,-1,-1,-1
7086,-1,-1,-1
7088,-1,-1,-1
7090,-1,-1,-1
7092,-1,-1,-1
7094,-1,-1,-1
7096,-1,-1,-1
7098,-1,-1,-1
7100,-1,-1,-1
7102,-1,-1,-1
7104,-1,-1,-1
7106,-1,-1,-1
7108,-1,-1,-1
7110,-1,-1,-1
7112,-1,-1,-1
7114,-1,-1,-1
7116,-1,-1,-1
7118,-1,-1,-1
7120,-1,-1,-1
7122,-1,-1,-1
7124,-1,-1,-1
7126,-1,-1,-1
7128,-1,-1,-1
7130,-1,-1,-1
7132,-1,-1,-1
7134,-1,-1,-1
7136,-1,-1,-1
7138,-1,-1,-1
7140,-1,-1,-1
7142,-1,-1,-1
7144,-1,-1,-1
7146,-1,-1,-1
7148,-1,-1,-1
7150,-1,-1,-1
7152,-1,-1,-1
7154,-1,-1,-1
7156,-1,-1,-1
7158,-1,-1,-1
7160,-1,-1,-1
7162,-1,-1,-1
7164,-1,-1,-1
7166,-1,-1,-1
7168,-1,-1,-1
7170,-1,-1,-1
7172,-1,-1,-1
7174,-1,-1,-1
7176,-1,-1,-1
7178,-1,-1,-1
7180,-1,-1,-1
7182,-1,-1,-1
7184,-1,-1,-1
7186,-1,-1,-1
7188,-1,-1,-1
7190,-1,-1,-1
7192,-1,-1,-1
7194,-1,-1,-1
7196,-1,-1,-1
7198,-1,-1,-1
7200,-1,-1,-1
7202,-1,-1,-1
7204,-1,-1,-1
7206,-1,-1,-1
7208,-1,-1,-1
7210,-1,-1,-1
7212,-1,-1,-1
7214,-1,-1,-1
7216,-1,-1,-1
7218,-1,-1,-1
7220,-1,-1,-1
7222,-1,-1,-1
7224,-1,-1,-1
7226,-1,-1,-1
7228,-1,-1,-1
7230,-1,-1,-1
7232,-1,-1,-1
7234,-1,-1,-1
7236,-1,-1,-1
7238,-1,-1,-1
7240,-1,-1,-1
7242,-1,-1,-1
7244,-1,-1,-1
7246,-1,-1,-1
7248,-1,-1,-1
7250,-1,-1,-1
7252,-1,-1,-1
7254,-1,-1,-1
7256,-1,-1,-1
7258,-1,-1,-1
7260,-1,-1,-1
7262,-1,-1,-1
7264,-1,-1,-1
7266,-1,-1,-1
7268,-1,-1,-1
7270,-1,-1,-1
7272,-1,-1,-1
7274,-1,-1,-1
7276,-1,-1,-1
7278,-1,-1,-1
7342,-1,-1,-1
7344,-1,-1,-1
7346,-1,-1,-1
7348,-1,-1,-1
7350,-1,-1,-1
7352,-1,-1,-1
7354,-1,-1,-1
7356,-1,-1,-1
7358,-1,-1,-1
7360,-1,-1,-1
7362,-1,-1,-1
7364,-1,-1,-1
7366,-1,-1,-1
7368,-1,-1,-1
7370,-1,-1,-1
7372,-1,-1,-1
7374,-1,-1,-1
7376,-1,-1,-1
7378,-1,-1,-1
7380,-1,-1,-1
7382,-1,-1,-1
7384,-1,-1,-1
7386,-1,-1,-1
7388,-1,-1,-1
7390,-1,-1,-1
7392,-1,-1,-1
7394,-1,-1,-1
7396,-1,-1,-1
7398,-1,-1,-1
7400,-1,-1,-1
7402,-1,-1,-1
7404,-1,-1,-1
7406,-1,-1,-1
7408,-1,-1,-1
7410,-1,-1,-1
7412,-1,-1,-1
7414,-1,-1,-1
7416,-1,-1,-1
7418,-1,-1,-1
7420,-1,-1,-1
7422,-1,-1,-1
7424,-1,-1,-1
7426,-1,-1,-1
7428,-1,-1,-1
7430,-1,-1,-1
7432,-1,-1,-1
7434,-1,-1,-1
7436,-1,-1,-1
7438,-1,-1,-1
7440,-1,-1,-1
7442,-1,-1,-1
7444,-1,-1,-1
7446,-1,-1,-1
7448,-1,-1,-1
7450,-1,-1,-1
7452,-1,-1,-1
7454,-1,-1,-1
7456,-1,-1,-1
7458,-1,-1,-1
7460,-1,-1,-1
7462,-1,-1,-1
7464,-1,-1,-1
7466,-1,-1,-1
7468,-1,-1,-1
7470,-1,-1,-1
7472,-1,-1,-1
7474,-1,-1,-1
7476,-1,-1,-1
7478,-1,-1,-1
7480,-1,-1,-1
7482,-1,-1,-1
7484,-1,-1,-1
7486,-1,-1,-1
7488,-1,-1,-1
7490,-1,-1,-1
7492,-1,-1,-1
7494,-1,-1,-1
7496,-1,-1,-1
7498,-1,-1,-1
7500,-1,-1,-1
7502,-1,-1,-1
7504,-1,-1,-1
7506,-1,-1,-1
7508,-1,-1,-1
7510,-1,-1,-1
7512,-1,-1,-1
7514,-1,-1,-1
7516,-1,-1,-1
7518,-1,-1,-1
7520,-1,-1,-1
7522,-1,-1,-1
7524,-1,-1,-1
7526,-1,-1,-1
7528,-1,-1,-1
7530,-1,-1,-1
7532,-1,-1,-1
7534,-1,-1,-1
7536,-1,-1,-1
7538,-1,-1,-1
7642,-1,-1,-1
7644,-1,-1,-1
7646,-1,-1,-1
7648,-1,-1,-1
7650,-1,-1,-1
7652,-1,-1,-1
7654,-1,-1,-1
7656,-1,-1,-1
7658,-1,-1,-1
7660,-1,-1,-1
7662,-1,-1,-1
7664,-1,-1,-1
7666,-1,-1,-1
7668,-1,-1,-1
7670,-1,-1,-1
7672,-1,-1,-1
7674,-1,-1,-1
7676,-1,-1,-1
7678,-1,-1,-1
7680,-1,-1,-1
7682,-1,-1,-1
7684,-1,-1,-1
7686,-1,-1,-1
7688,-1,-1,-1
7690,-1,-1,-1
7692,-1,-1,-1
7694,-1,-1,-1
7696,-1,-1,-1
7698,-1,-1,-1
7700,-1,-1,-1
7702,-1,-1,-1
7704,-1,-1,-1
7706,-1,-1,-1
7708,-1,-1,-1
7710,-1,-1,-1
7712,-1,-1,-1
7714,-1,-1,-1
7716,-1,-1,-1
7718,-1,-1,-1
7720,-1,-1,-1
7722,-1,-1,-1
7724,-1,-1,-1
7726,-1,-1,-1
7728,-1,-1,-1
7730,-1,-1,-1
7732,-1,-1,-1
7734,-1,-1,-1
7736,-1,-1,-1
7738,-1,-1,-1
7740,-1,-1,-1
7742,-1,-1,-1
7744,-1,-1,-1
7746,-1,-1,-1
7748,-1,-1,-1
7750,-1,-1,-1
7752,-1,-1,-1
7754,-1,-1,-1
7756,-1,-1,-1
7758,-1,-1,-1
7760,-1,-1,-1
7762,-1,-1,-1
7764,-1,-1,-1
7766,-1,-1,-1
7768,-1,-1,-1
7770,-1,-1,-1
7772,-1,-1,-1
7774,-1,-1,-1
7776,-1,-1,-1
7778,-1,-1,-1
7780,-1,-1,-1
7782,-1,-1,-1
7784,-1,-1,-1
7786,-1,-1,-1
7788,-1,-1,-1
7790,-1,-1,-1
7792,-1,-1,-1
7794,-1,-1,-1
7796,-1,-1,-1
7798,-1,-1,-1
7800,-1,-1,-1
7802,-1,-1,-1
7804,-1,-1,-1
7806,-1,-1,-1
7808,-1,-1,-1
7810,-1,-1,-1
7812,-1,-1,-1
7814,-1,-1,-1
7816,-1,-1,-1
7818,-1,-1,-1
7820,-1,-1,-1
7822,-1,-1,-1
7824,-1,-1,-1
7826,-1,-1,-1
7828,-1,-1,-1
7830,-1,-1,-1
7832,-1,-1,-1
7834,-1,-1,-1
7836,-1,-1,-1
7838,-1,-1,-1
7840,-1,-1,-1
7842,-1,-1,-1
7844,-1,-1,-1
7846,-1,-1,-1
7848,-1,-1,-1
7850,-1,-1,-1
7852,-1,-1,-1
7854,-1,-1,-1
7856,-1,-1,-1
7858,-1,-1,-1
7860,-1,-1,-1
7862,-1,-1,-1
7864,-1,-1,-1
7866,-1,-1,-1
7868,-1,-1,-1
7870,-1,-1,-1
7872,-1,-1,-1
7874,-1,-1,-1
7876,-1,-1,-1
7878,-1,-1,-1
7880,-1,-1,-1
7882,-1,-1,-1
7884,-1,-1,-1
7886,-1,-1,-1
7888,-1,-1,-1
7890,-1,-1,-1
7892,-1,-1,-1
7894,-1,-1,-1
7896,-1,-1,-1
7898,-1,-1,-1
7900,-1,-1,-1
7902,-1,-1,-1
7904,-1,-1,-1
7906,-1,-1,-1
7908,-1,-1,-1
7910,-1,-1,-1
7912,-1,-1,-1
7914,-1,-1,-1
7916,-1,-1,-1
7918,-1,-1,-1
7920,-1,-1,-1
7922,-1,-1,-1
7924,-1,-1,-1
7926,-1,-1,-1
7928,-1,-1,-1
7930,-1,-1,-1
7932,-1,-1,-1
7934,-1,-1,-1
7936,-1,-1,-1
7938,-1,-1,-1
7940,-1,-1,-1
7942,-1,-1,-1
7944,-1,-1,-1
7946,-1,-1,-1
7948,-1,-1,-1
7950,-1,-1,-1
7952,-1,-1,-1
7954,-1,-1,-1
7956,-1,-1,-1
7958,-1,-1,-1
7960,-1,-1,-1
7962,-1,-1,-1
7964,-1,-1,-1
7966,-1,-1,-1
7968,-1,-1,-1
7970,-1,-1,-1
7972,-1,-1,-1
7974,-1,-1,-1
7976,-1,-1,-1
7978,-1,-1,-1
7980,-1,-1,-1
7982,-1,-1,-1
7984,-1,-1,-1
7986,-1,-1,-1
7988,-1,-1,-1
7990,-1,-1,-1
7992,-1,-1,-1
7994,-1,-1,-1
7996,-1,-1,-1
7998,-1,-1,-1
8000,-1,-1,-1
8002,-1,-1,-1
8004,-1,-1,-1
8006,-1,-1,-1
8008,-1,-1,-1
8010,-1,-1,-1
8012,-1,-1,-1
8014,-1,-1,-1
8016,-1,-1,-1
8018,-1,-1,-1
8020,-1,-1,-1
8022,-1,-1,-1
8024,-1,-1,-1
8026,-1,-1,-1
8028,-1,-1,-1
8030,-1,-1,-1
8032,-1,-1,-1
8034,-1,-1,-1
8036,-1,-1,-1
8038,-1,-1,-1
8040,-1,-1,-1
8042,-1,-1,-1
8044,-1,-1,-1
8046,-1,-1,-1
8048,-1,-1,-1
8050,-1,-1,-1
8052,-1,-1,-1
8054,-1,-1,-1
8056,-1,-1,-1
8058,-1,-1,-1
8060,-1,-1,-1
8062,-1,-1,-1
8064,-1,-1,-1
8066,-1,-1,-1
8068,-1,-1,-1
8070,-1,-1,-1
8072,-1,-1,-1
8074,-1,-1,-1
8076,-1,-1,-1
8078,-1,-1,-1
8080,-1,-1,-1
8082,-1,-1,-1
8084,-1,-1,-1
8086,-1,-1,-1
8088,-1,-1,-1
8090,-1,-1,-1
8092,-1,-1,-1
8094,-1,-1,-1
8096,-1,-1,-1
8098,-1,-1,-1
8100,-1,-1,-1
8102,-1,-1,-1
8104,-1,-1,-1
8106,-1,-1,-1
8108,-1,-1,-1
8110,-1,-1,-1
8112,-1,-1,-1
8114,-1,-1,-1
8116,-1,-1,-1
8118,-1,-1,-1
8120,-1,-1,-1
8122,-1,-1,-1
8124,-1,-1,-1
8126,-1,-1,-1
8128,-1,-1,-1
8130,-1,-1,-1
8132,-1,-1,-1
8134,-1,-1,-1
8136,-1,-1,-1
14734,-1,-1,-1
14736,-1,-1,-1
14738,-1,-1,-1
14740,-1,-1,-1
14742,-1,-1,-1
14744,-1,-1,-1
14746,-1,-1,-1
14748,-1,-1,-1
14750,-1,-1,-1
14752,-1,-1,-1
14754,-1,-1,-1
14756,-1,-1,-1
14758,-1,-1,-1
14760,-1,-1,-1
14762,-1,-1,-1
14764,-1,-1,-1
14766,-1,-1,-1
14768,-1,-1,-1
14770,-1,-1,-1
14772,-1,-1,-1
14774,-1,-1,-1
14776,-1,-1,-1
14778,-1,-1,-1
14780,-1,-1,-1
14782,-1,-1,-1
14784,-1,-1,-1
14786,-1,-1,-1
14788,-1,-1,-1
14790,-1,-1,-1
14792,-1,-1,-1
14794,-1,-1,-1
14796,-1,-1,-1
14798,-1,-1,-1
14800,-1,-1,-1
14802,-1,-1,-1
14804,-1,-1,-1
14806,-1,-1,-1
14808,-1,-1,-1
14810,-1,-1,-1
14812,-1,-1,-1
14814,-1,-1,-1
14816,-1,-1,-1
14818,-1,-1,-1
14820,-1,-1,-1
14822,-1,-1,-1
14824,-1,-1,-1
14826,-1,-1,-1
14828,-1,-1,-1
14830,-1,-1,-1
14832,-1,-1,-1
14834,-1,-1,-1
14836,-1,-1,-1
14838,-1,-1,-1
14840,-1,-1,-1
14842,-1,-1,-1
14844,-1,-1,-1
14846,-1,-1,-1
14848,-1,-1,-1
14850,-1,-1,-1
14852,-1,-1,-1
14854,-1,-1,-1
14856,-1,-1,-1
14858,-1,-1,-1
14860,-1,-1,-1
14862,-1,-1,-1
14864,-1,-1,-1
14866,-1,-1,-1
14868,-1,-1,-1
14978,-1,-1,-1
14980,-1,-1,-1
14982,-1,-1,-1
14984,-1,-1,-1
14986,-1,-1,-1
14988,-1,-1,-1
14990,-1,-1,-1
14992,-1,-1,-1
14994,-1,-1,-1
14996,-1,-1,-1
14998,-1,-1,-1
15000,-1,-1,-1
15002,-1,-1,-1
15004,-1,-1,-1
15006,-1,-1,-1
15008,-1,-1,-1
15010,-1,-1,-1
15012,-1,-1,-1
15014,-1,-1,-1
15016,-1,-1,-1
15018,-1,-1,-1
15020,-1,-1,-1
15022,-1,-1,-1
15024,-1,-1,-1
15026,-1,-1,-1
15028,-1,-1,-1
15030,-1,-1,-1
15032,-1,-1,-1
15034,-1,-1,-1
15036,-1,-1,-1
15038,-1,-1,-1
15040,-1,-1,-1
15042,-1,-1,-1
15044,-1,-1,-1
15046,-1,-1,-1
15048,-1,-1,-1
15050,-1,-1,-1
15052,-1,-1,-1
18612,-1,-1,-1
18614,-1,-1,-1
18616,-1,-1,-1
18618,-1,-1,-1
18620,-1,-1,-1
18622,-1,-1,-1
18624,-1,-1,-1
18626,-1,-1,-1
18628,-1,-1,-1
18630,-1,-1,-1
18632,-1,-1,-1
18634,-1,-1,-1
18636,-1,-1,-1
18638,-1,-1,-1
18640,-1,-1,-1
18642,-1,-1,-1
18644,-1,-1,-1
18646,-1,-1,-1
18648,-1,-1,-1
18650,-1,-1,-1
18652,-1,-1,-1
18654,-1,-1,-1
18656,-1,-1,-1
18658,-1,-1,-1
18660,-1,-1,-1
18662,-1,-1,-1
18664,-1,-1,-1
18666,-1,-1,-1
18668,-1,-1,-1
18670,-1,-1,-1
18672,-1,-1,-1
18674,-1,-1,-1
18676,-1,-1,-1
18678,-1,-1,-1
18680,-1,-1,-1
18682,-1,-1,-1
18684,-1,-1,-1
18686,-1,-1,-1
18688,-1,-1,-1
18690,-1,-1,-1
18692,-1,-1,-1
18694,-1,-1,-1
18696,-1,-1,-1
18698,-1,-1,-1
18700,-1,-1,-1
18702,-1,-1,-1
18704,-1,-1,-1
18706,-1,-1,-1
18708,-1,-1,-1
18710,-1,-1,-1
18712,-1,-1,-1
18714,-1,-1,-1
18716,-1,-1,-1
18718,-1,-1,-1
18720,-1,-1,-1
18722,-1,-1,-1
18724,-1,-1,-1
18726,-1,-1,-1
18728,-1,-1,-1
18730,-1,-1,-1
18732,-1,-1,-1
18734,-1,-1,-1
18736,-1,-1,-1
18738,-1,-1,-1
18740,-1,-1,-1
18742,-1,-1,-1
18744,-1,-1,-1
18746,-1,-1,-1
18748,-1,-1,-1
18750,-1,-1,-1
18752,-1,-1,-1
18754,-1,-1,-1
18756,-1,-1,-1
18758,-1,-1,-1
18760,-1,-1,-1
18762,-1,-1,-1
18764,-1,-1,-1
18766,-1,-1,-1
18768,-1,-1,-1
18770,-1,-1,-1
18772,-1,-1,-1
18774,-1,-1,-1
18776,-1,-1,-1
18778,-1,-1,-1
18780,-1,-1,-1
18782,-1,-1,-1
18784,-1,-1,-1
18786,-1,-1,-1
18788,-1,-1,-1
18790,-1,-1,-1
18792,-1,-1,-1
18794,-1,-1,-1
18796,-1,-1,-1
18798,-1,-1,-1
18800,-1,-1,-1
18802,-1,-1,-1
18804,-1,-1,-1
18806,-1,-1,-1
18808,-1,-1,-1
18810,-1,-1,-1
18812,-1,-1,-1
18814,-1,-1,-1
18816,-1,-1,-1
18818,-1,-1,-1
18820,-1,-1,-1
18822,-1,-1,-1
18824,-1,-1,-1
18826,-1,-1,-1
18828,-1,-1,-1
18830,-1,-1,-1
18832,-1,-1,-1
18834,-1,-1,-1
18836,-1,-1,-1
18838,-1,-1,-1
18840,-1,-1,-1
18842,-1,-1,-1
18844,-1,-1,-1
18846,-1,-1,-1
18848,-1,-1,-1
18850,-1,-1,-1
18852,-1,-1,-1
18854,-1,-1,-1
18856,-1,-1,-1
18858,-1,-1,-1
18860,-1,-1,-1
18862,-1,-1,-1
18864,-1,-1,-1
18866,-1,-1,-1
18868,-1,-1,-1
18870,-1,-1,-1
18872,-1,-1,-1
18874,-1,-1,-1
18876,-1,-1,-1
18878,-1,-1,-1
18880,-1,-1,-1
18882,-1,-1,-1
18884,-1,-1,-1
18886,-1,-1,-1
18888,-1,-1,-1
18890,-1,-1,-1
18892,-1,-1,-1
18894,-1,-1,-1
18896,-1,-1,-1
18898,-1,-1,-1
18900,-1,-1,-1
18902,-1,-1,-1
18904,-1,-1,-1
18906,-1,-1,-1
18908,-1,-1,-1
18910,-1,-1,-1
18912,-1,-1,-1
18914,-1,-1,-1
18916,-1,-1,-1
18918,-1,-1,-1
18920,-1,-1,-1
18922,-1,-1,-1
18924,-1,-1,-1
18926,-1,-1,-1
18928,-1,-1,-1
18930,-1,-1,-1
18932,-1,-1,-1
18934,-1,-1,-1
18936,-1,-1,-1
18938,-1,-1,-1
18940,-1,-1,-1
18942,-1,-1,-1
18944,-1,-1,-1
18946,-1,-1,-1
18948,-1,-1,-1
18950,-1,-1,-1
18952,-1,-1,-1
18954,-1,-1,-1
18956,-1,-1,-1
18958,-1,-1,-1
18960,-1,-1,-1
18962,-1,-1,-1
18964,-1,-1,-1
18966,-1,-1,-1
18968,-1,-1,-1
18970,-1,-1,-1
18972,-1,-1,-1
18974,-1,-1,-1
18976,-1,-1,-1
18978,-1,-1,-1
18980,-1,-1,-1
18982,-1,-1,-1
18984,-1,-1,-1
18986,-1,-1,-1
18988,-1,-1,-1
18990,-1,-1,-1
18992,-1,-1,-1
