JPGNumber,Race 0 Bubble 0,Race 0 Bubble 1,Race 0 Bubble 2,Race 0 Bubble 3,Race 0 Bubble 4,Race 0 Bubble 5,Race 0 Bubble 6
31483,1,1,0,0,0,0,0
31485,0,0,0,1,0,0,0
31487,1,1,1,0,0,0,0
31489,0,1,0,0,0,0,0
31491,1,1,1,0,0,0,0
31493,1,0,0,1,1,0,0
31495,1,1,0,1,0,0,0
31497,0,0,1,0,0,0,0
31499,1,1,0,1,0,0,0
31501,1,1,0,1,0,0,0
31503,1,1,1,0,0,0,0
31505,1,1,1,0,0,0,0
31507,1,1,0,1,0,0,0
31509,1,0,1,1,0,0,0
31511,1,0,0,1,0,0,0
31513,0,0,0,1,0,0,0
31515,0,0,0,1,0,0,0
31517,1,0,1,0,0,0,0
31519,1,1,1,0,0,0,0
33911,0,0,0,0,0,0,0
33913,1,1,0,1,0,0,0
33915,1,1,0,1,0,0,0
34677,1,1,0,1,0,0,0
34679,1,1,0,1,0,0,0
34681,1,0,1,1,0,0,0
34683,0,0,0,0,0,0,0
34685,1,1,0,1,0,0,0
34687,0,0,1,0,0,0,0
34689,0,1,1,1,0,0,0
34691,0,0,1,1,0,0,0
34741,0,1,1,1,0,0,0
34743,1,0,1,1,0,0,0
34745,1,1,0,1,0,0,0
34747,1,1,1,0,0,0,0
34749,1,1,1,0,0,0,0
34751,1,1,1,0,0,0,0
34753,1,1,0,0,0,0,0
34755,1,0,1,1,0,0,0
34757,1,0,1,1,0,0,0
34759,1,0,0,0,0,0,0
34761,0,0,0,0,0,0,0
34763,1,1,0,1,0,0,0
