JPGNumber,Race 0 Bubble 0,Race 0 Bubble 1,Race 0 Bubble 2,Race 0 Bubble 3,Race 0 Bubble 4,Race 0 Bubble 5,Race 0 Bubble 6
2831,-1,-1,-1,-1,-1,-1,-1
2833,-1,-1,-1,-1,-1,-1,-1
2835,-1,-1,-1,-1,-1,-1,-1
2837,-1,-1,-1,-1,-1,-1,-1
2839,-1,-1,-1,-1,-1,-1,-1
2841,-1,-1,-1,-1,-1,-1,-1
5447,-1,-1,-1,-1,-1,-1,-1
5535,-1,-1,-1,-1,-1,-1,-1
5537,-1,-1,-1,-1,-1,-1,-1
5539,-1,-1,-1,-1,-1,-1,-1
5541,-1,-1,-1,-1,-1,-1,-1
5543,-1,-1,-1,-1,-1,-1,-1
5545,-1,-1,-1,-1,-1,-1,-1
5547,-1,-1,-1,-1,-1,-1,-1
5549,-1,-1,-1,-1,-1,-1,-1
5551,-1,-1,-1,-1,-1,-1,-1
5553,-1,-1,-1,-1,-1,-1,-1
5555,-1,-1,-1,-1,-1,-1,-1
5557,-1,-1,-1,-1,-1,-1,-1
5559,-1,-1,-1,-1,-1,-1,-1
5561,-1,-1,-1,-1,-1,-1,-1
5563,-1,-1,-1,-1,-1,-1,-1
5565,-1,-1,-1,-1,-1,-1,-1
5567,-1,-1,-1,-1,-1,-1,-1
5569,-1,-1,-1,-1,-1,-1,-1
5571,-1,-1,-1,-1,-1,-1,-1
5573,-1,-1,-1,-1,-1,-1,-1
5575,-1,-1,-1,-1,-1,-1,-1
13365,-1,-1,-1,-1,-1,-1,-1
13367,-1,-1,-1,-1,-1,-1,-1
13369,-1,-1,-1,-1,-1,-1,-1
13371,-1,-1,-1,-1,-1,-1,-1
13373,-1,-1,-1,-1,-1,-1,-1
13375,-1,-1,-1,-1,-1,-1,-1
13377,-1,-1,-1,-1,-1,-1,-1
13379,-1,-1,-1,-1,-1,-1,-1
13381,-1,-1,-1,-1,-1,-1,-1
13383,-1,-1,-1,-1,-1,-1,-1
13385,-1,-1,-1,-1,-1,-1,-1
13387,-1,-1,-1,-1,-1,-1,-1
13389,-1,-1,-1,-1,-1,-1,-1
13391,-1,-1,-1,-1,-1,-1,-1
13393,-1,-1,-1,-1,-1,-1,-1
13395,-1,-1,-1,-1,-1,-1,-1
13397,-1,-1,-1,-1,-1,-1,-1
13399,-1,-1,-1,-1,-1,-1,-1
13401,-1,-1,-1,-1,-1,-1,-1
13403,-1,-1,-1,-1,-1,-1,-1
13405,-1,-1,-1,-1,-1,-1,-1
13407,-1,-1,-1,-1,-1,-1,-1
13409,-1,-1,-1,-1,-1,-1,-1
13411,-1,-1,-1,-1,-1,-1,-1
13413,-1,-1,-1,-1,-1,-1,-1
13415,-1,-1,-1,-1,-1,-1,-1
13417,-1,-1,-1,-1,-1,-1,-1
13419,-1,-1,-1,-1,-1,-1,-1
13421,-1,-1,-1,-1,-1,-1,-1
13423,-1,-1,-1,-1,-1,-1,-1
13425,-1,-1,-1,-1,-1,-1,-1
13427,-1,-1,-1,-1,-1,-1,-1
13429,-1,-1,-1,-1,-1,-1,-1
13431,-1,-1,-1,-1,-1,-1,-1
13433,-1,-1,-1,-1,-1,-1,-1
13435,-1,-1,-1,-1,-1,-1,-1
13437,-1,-1,-1,-1,-1,-1,-1
13439,-1,-1,-1,-1,-1,-1,-1
13441,-1,-1,-1,-1,-1,-1,-1
13443,-1,-1,-1,-1,-1,-1,-1
13445,-1,-1,-1,-1,-1,-1,-1
13447,-1,-1,-1,-1,-1,-1,-1
13449,-1,-1,-1,-1,-1,-1,-1
13451,-1,-1,-1,-1,-1,-1,-1
13453,-1,-1,-1,-1,-1,-1,-1
13455,-1,-1,-1,-1,-1,-1,-1
13457,-1,-1,-1,-1,-1,-1,-1
13459,-1,-1,-1,-1,-1,-1,-1
13461,-1,-1,-1,-1,-1,-1,-1
13463,-1,-1,-1,-1,-1,-1,-1
13465,-1,-1,-1,-1,-1,-1,-1
13467,-1,-1,-1,-1,-1,-1,-1
13469,-1,-1,-1,-1,-1,-1,-1
13471,-1,-1,-1,-1,-1,-1,-1
13473,-1,-1,-1,-1,-1,-1,-1
13475,-1,-1,-1,-1,-1,-1,-1
13477,-1,-1,-1,-1,-1,-1,-1
13479,-1,-1,-1,-1,-1,-1,-1
13481,-1,-1,-1,-1,-1,-1,-1
13483,-1,-1,-1,-1,-1,-1,-1
13485,-1,-1,-1,-1,-1,-1,-1
13487,-1,-1,-1,-1,-1,-1,-1
13489,-1,-1,-1,-1,-1,-1,-1
13491,-1,-1,-1,-1,-1,-1,-1
13493,-1,-1,-1,-1,-1,-1,-1
13495,-1,-1,-1,-1,-1,-1,-1
13497,-1,-1,-1,-1,-1,-1,-1
13499,-1,-1,-1,-1,-1,-1,-1
13501,-1,-1,-1,-1,-1,-1,-1
13503,-1,-1,-1,-1,-1,-1,-1
13505,-1,-1,-1,-1,-1,-1,-1
13507,-1,-1,-1,-1,-1,-1,-1
13509,-1,-1,-1,-1,-1,-1,-1
13511,-1,-1,-1,-1,-1,-1,-1
13513,-1,-1,-1,-1,-1,-1,-1
13515,-1,-1,-1,-1,-1,-1,-1
13517,-1,-1,-1,-1,-1,-1,-1
13519,-1,-1,-1,-1,-1,-1,-1
13521,-1,-1,-1,-1,-1,-1,-1
13523,-1,-1,-1,-1,-1,-1,-1
13525,-1,-1,-1,-1,-1,-1,-1
13527,-1,-1,-1,-1,-1,-1,-1
13529,-1,-1,-1,-1,-1,-1,-1
13531,-1,-1,-1,-1,-1,-1,-1
13533,-1,-1,-1,-1,-1,-1,-1
13535,-1,-1,-1,-1,-1,-1,-1
13537,-1,-1,-1,-1,-1,-1,-1
13539,-1,-1,-1,-1,-1,-1,-1
13541,-1,-1,-1,-1,-1,-1,-1
13543,-1,-1,-1,-1,-1,-1,-1
13545,-1,-1,-1,-1,-1,-1,-1
13547,-1,-1,-1,-1,-1,-1,-1
31233,-1,-1,-1,-1,-1,-1,-1
31235,-1,-1,-1,-1,-1,-1,-1
31237,-1,-1,-1,-1,-1,-1,-1
31239,-1,-1,-1,-1,-1,-1,-1
31241,-1,-1,-1,-1,-1,-1,-1
31243,-1,-1,-1,-1,-1,-1,-1
31245,-1,-1,-1,-1,-1,-1,-1
31247,-1,-1,-1,-1,-1,-1,-1
31249,-1,-1,-1,-1,-1,-1,-1
31251,-1,-1,-1,-1,-1,-1,-1
31253,-1,-1,-1,-1,-1,-1,-1
31255,-1,-1,-1,-1,-1,-1,-1
31257,-1,-1,-1,-1,-1,-1,-1
31259,-1,-1,-1,-1,-1,-1,-1
31261,-1,-1,-1,-1,-1,-1,-1
31263,-1,-1,-1,-1,-1,-1,-1
31265,-1,-1,-1,-1,-1,-1,-1
31267,-1,-1,-1,-1,-1,-1,-1
31269,-1,-1,-1,-1,-1,-1,-1
31271,-1,-1,-1,-1,-1,-1,-1
31273,-1,-1,-1,-1,-1,-1,-1
31275,-1,-1,-1,-1,-1,-1,-1
31277,-1,-1,-1,-1,-1,-1,-1
31279,-1,-1,-1,-1,-1,-1,-1
31281,-1,-1,-1,-1,-1,-1,-1
31283,-1,-1,-1,-1,-1,-1,-1
31285,-1,-1,-1,-1,-1,-1,-1
31287,-1,-1,-1,-1,-1,-1,-1
31289,-1,-1,-1,-1,-1,-1,-1
31291,-1,-1,-1,-1,-1,-1,-1
31293,-1,-1,-1,-1,-1,-1,-1
31295,-1,-1,-1,-1,-1,-1,-1
31297,-1,-1,-1,-1,-1,-1,-1
31299,-1,-1,-1,-1,-1,-1,-1
31301,-1,-1,-1,-1,-1,-1,-1
31303,-1,-1,-1,-1,-1,-1,-1
31305,-1,-1,-1,-1,-1,-1,-1
31307,-1,-1,-1,-1,-1,-1,-1
31309,-1,-1,-1,-1,-1,-1,-1
31311,-1,-1,-1,-1,-1,-1,-1
31313,-1,-1,-1,-1,-1,-1,-1
31315,-1,-1,-1,-1,-1,-1,-1
31317,-1,-1,-1,-1,-1,-1,-1
31319,-1,-1,-1,-1,-1,-1,-1
31321,-1,-1,-1,-1,-1,-1,-1
31323,-1,-1,-1,-1,-1,-1,-1
31325,-1,-1,-1,-1,-1,-1,-1
31327,-1,-1,-1,-1,-1,-1,-1
31329,-1,-1,-1,-1,-1,-1,-1
31331,-1,-1,-1,-1,-1,-1,-1
31333,-1,-1,-1,-1,-1,-1,-1
31335,-1,-1,-1,-1,-1,-1,-1
31337,-1,-1,-1,-1,-1,-1,-1
31339,-1,-1,-1,-1,-1,-1,-1
31341,-1,-1,-1,-1,-1,-1,-1
31343,-1,-1,-1,-1,-1,-1,-1
31345,-1,-1,-1,-1,-1,-1,-1
31347,-1,-1,-1,-1,-1,-1,-1
31349,-1,-1,-1,-1,-1,-1,-1
31351,-1,-1,-1,-1,-1,-1,-1
31353,-1,-1,-1,-1,-1,-1,-1
31355,-1,-1,-1,-1,-1,-1,-1
31357,-1,-1,-1,-1,-1,-1,-1
31359,-1,-1,-1,-1,-1,-1,-1
31361,-1,-1,-1,-1,-1,-1,-1
31363,-1,-1,-1,-1,-1,-1,-1
31365,-1,-1,-1,-1,-1,-1,-1
31367,-1,-1,-1,-1,-1,-1,-1
31369,-1,-1,-1,-1,-1,-1,-1
31371,-1,-1,-1,-1,-1,-1,-1
31373,-1,-1,-1,-1,-1,-1,-1
31375,-1,-1,-1,-1,-1,-1,-1
31377,-1,-1,-1,-1,-1,-1,-1
31379,-1,-1,-1,-1,-1,-1,-1
31381,-1,-1,-1,-1,-1,-1,-1
31383,-1,-1,-1,-1,-1,-1,-1
31385,-1,-1,-1,-1,-1,-1,-1
31387,-1,-1,-1,-1,-1,-1,-1
31389,-1,-1,-1,-1,-1,-1,-1
31391,-1,-1,-1,-1,-1,-1,-1
31393,-1,-1,-1,-1,-1,-1,-1
31395,-1,-1,-1,-1,-1,-1,-1
31397,-1,-1,-1,-1,-1,-1,-1
31399,-1,-1,-1,-1,-1,-1,-1
31401,-1,-1,-1,-1,-1,-1,-1
31403,-1,-1,-1,-1,-1,-1,-1
31405,-1,-1,-1,-1,-1,-1,-1
31407,-1,-1,-1,-1,-1,-1,-1
31409,-1,-1,-1,-1,-1,-1,-1
31411,-1,-1,-1,-1,-1,-1,-1
31413,-1,-1,-1,-1,-1,-1,-1
31415,-1,-1,-1,-1,-1,-1,-1
31417,-1,-1,-1,-1,-1,-1,-1
31419,-1,-1,-1,-1,-1,-1,-1
31421,-1,-1,-1,-1,-1,-1,-1
31423,-1,-1,-1,-1,-1,-1,-1
31425,-1,-1,-1,-1,-1,-1,-1
31427,-1,-1,-1,-1,-1,-1,-1
31429,-1,-1,-1,-1,-1,-1,-1
31431,-1,-1,-1,-1,-1,-1,-1
31433,-1,-1,-1,-1,-1,-1,-1
31435,-1,-1,-1,-1,-1,-1,-1
31437,-1,-1,-1,-1,-1,-1,-1
31439,-1,-1,-1,-1,-1,-1,-1
31441,-1,-1,-1,-1,-1,-1,-1
31443,-1,-1,-1,-1,-1,-1,-1
31445,-1,-1,-1,-1,-1,-1,-1
31447,-1,-1,-1,-1,-1,-1,-1
31449,-1,-1,-1,-1,-1,-1,-1
31451,-1,-1,-1,-1,-1,-1,-1
31453,-1,-1,-1,-1,-1,-1,-1
31455,-1,-1,-1,-1,-1,-1,-1
31457,-1,-1,-1,-1,-1,-1,-1
31459,-1,-1,-1,-1,-1,-1,-1
31461,-1,-1,-1,-1,-1,-1,-1
31463,-1,-1,-1,-1,-1,-1,-1
31465,-1,-1,-1,-1,-1,-1,-1
31467,-1,-1,-1,-1,-1,-1,-1
31469,-1,-1,-1,-1,-1,-1,-1
31471,-1,-1,-1,-1,-1,-1,-1
31473,-1,-1,-1,-1,-1,-1,-1
31475,-1,-1,-1,-1,-1,-1,-1
31477,-1,-1,-1,-1,-1,-1,-1
31479,-1,-1,-1,-1,-1,-1,-1
31481,-1,-1,-1,-1,-1,-1,-1
31483,-1,-1,-1,-1,-1,-1,-1
31485,-1,-1,-1,-1,-1,-1,-1
31487,-1,-1,-1,-1,-1,-1,-1
31489,-1,-1,-1,-1,-1,-1,-1
31491,-1,-1,-1,-1,-1,-1,-1
31493,-1,-1,-1,-1,-1,-1,-1
31495,-1,-1,-1,-1,-1,-1,-1
31497,-1,-1,-1,-1,-1,-1,-1
31499,-1,-1,-1,-1,-1,-1,-1
31501,-1,-1,-1,-1,-1,-1,-1
31503,-1,-1,-1,-1,-1,-1,-1
31505,-1,-1,-1,-1,-1,-1,-1
31507,-1,-1,-1,-1,-1,-1,-1
31509,-1,-1,-1,-1,-1,-1,-1
31511,-1,-1,-1,-1,-1,-1,-1
31513,-1,-1,-1,-1,-1,-1,-1
31515,-1,-1,-1,-1,-1,-1,-1
31517,-1,-1,-1,-1,-1,-1,-1
31519,-1,-1,-1,-1,-1,-1,-1
33911,-1,-1,-1,-1,-1,-1,-1
33913,-1,-1,-1,-1,-1,-1,-1
33915,-1,-1,-1,-1,-1,-1,-1
34677,-1,-1,-1,-1,-1,-1,-1
34679,-1,-1,-1,-1,-1,-1,-1
34681,-1,-1,-1,-1,-1,-1,-1
34683,-1,-1,-1,-1,-1,-1,-1
34685,-1,-1,-1,-1,-1,-1,-1
34687,-1,-1,-1,-1,-1,-1,-1
34689,-1,-1,-1,-1,-1,-1,-1
34691,-1,-1,-1,-1,-1,-1,-1
34741,-1,-1,-1,-1,-1,-1,-1
34743,-1,-1,-1,-1,-1,-1,-1
34745,-1,-1,-1,-1,-1,-1,-1
34747,-1,-1,-1,-1,-1,-1,-1
34749,-1,-1,-1,-1,-1,-1,-1
34751,-1,-1,-1,-1,-1,-1,-1
34753,-1,-1,-1,-1,-1,-1,-1
34755,-1,-1,-1,-1,-1,-1,-1
34757,-1,-1,-1,-1,-1,-1,-1
34759,-1,-1,-1,-1,-1,-1,-1
34761,-1,-1,-1,-1,-1,-1,-1
34763,-1,-1,-1,-1,-1,-1,-1
